Percentage,Top k Stereotypes,Coverage
10.0,2,0.39809811973200776
20.0,4,0.5537065052950075
30.0,6,0.6794899502917657
40.0,9,0.8348822130970391
50.0,11,0.9062027231467473
60.0,13,0.9390533823211584
70.0,16,0.9744975145882862
80.0,18,0.9876810028095958
90.0,20,0.9954614220877458
100.0,23,1.0
