Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00018535681186283596,0.009708737864077669,0.009710507095980075,39,Q3
category,0.051529193697868396,0.6699029126213593,0.6718818126290761,4,Q1
collective,0.009082483781278962,0.24271844660194175,0.24288831967078375,16,Q2
datatype,0.013160333642261353,0.20388349514563106,0.20430779225074652,18,Q1
enumeration,0.008897126969416125,0.06796116504854369,0.06854107398535061,32,Q3
event,0.057089898053753474,0.4368932038834951,0.4406074534768712,8,Q1
historicalRole,0.004263206672845227,0.038834951456310676,0.03906825291396326,33,Q3
historicalRoleMixin,0.0016682113067655235,0.02912621359223301,0.029173948090452196,35,Q3
kind,0.1180722891566265,0.8058252427184466,0.8144294857560901,1,Q1
mixin,0.003336422613531047,0.14563106796116504,0.14566928183857278,24,Q3
mode,0.033178869323447636,0.4368932038834951,0.438151239835251,9,Q1
phase,0.030954587581093606,0.30097087378640774,0.302558512291539,14,Q1
phaseMixin,0.0037071362372567192,0.07766990291262135,0.07775832223972948,30,Q3
quality,0.026691380908248376,0.34951456310679613,0.3505322519234482,12,Q1
quantity,0.0029657089898053753,0.07766990291262135,0.07772650286915164,31,Q3
relator,0.056163113994439295,0.7475728155339806,0.7496795381354325,2,Q1
role,0.07025023169601483,0.6601941747572816,0.6639212629798746,5,Q1
roleMixin,0.04170528266913809,0.4077669902912621,0.4098941924127579,10,Q1
situation,0.013160333642261353,0.18446601941747573,0.1849348715123899,21,Q4
subkind,0.12066728452270621,0.7087378640776699,0.7189366825607533,3,Q1
type,0.013160333642261353,0.18446601941747573,0.1849348715123899,21,Q4
bringsAbout,0.004819277108433735,0.10679611650485436,0.10690479845341976,28,Q3
characterization,0.056719184430027804,0.5339805825242718,0.5369844768662947,7,Q1
comparative,0.0024096385542168677,0.038834951456310676,0.03890963650017788,34,Q3
componentOf,0.02928637627432808,0.3106796116504854,0.31205690655804746,13,Q1
creation,0.006302131603336422,0.13592233009708737,0.1360683529766101,26,Q3
derivation,0.013531047265987025,0.2815533980582524,0.28187835177299997,15,Q1
externalDependence,0.013160333642261353,0.1941747572815534,0.19462022183454064,19,Q1
historicalDependence,0.006487488415199258,0.13592233009708737,0.1360770639195266,25,Q3
instantiation,0.011677479147358666,0.14563106796116504,0.14609849922140358,23,Q3
manifestation,0.006302131603336422,0.11650485436893204,0.11667518139806697,27,Q3
material,0.050787766450417056,0.39805825242718446,0.4012851474281177,11,Q1
mediation,0.08359592215013902,0.6116504854368932,0.6173366946288865,6,Q1
memberOf,0.008526413345690454,0.1941747572815534,0.1943618689195279,20,Q2
participation,0.021501390176088972,0.23300970873786409,0.23399964561000658,17,Q1
participational,0.0003707136237256719,0.019417475728155338,0.01942101419196015,38,Q3
subCollectionOf,0.0012974976830398518,0.019417475728155338,0.019460777576730984,36,Q3
subQuantityOf,0.0,0.0,0.0,40,Q3
termination,0.0005560704355885078,0.019417475728155338,0.019425436365313322,37,Q3
triggers,0.0027803521779425394,0.08737864077669903,0.08742286441324604,29,Q3
