Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
role,-0.02412250323156646,0.07148500248789123,-0.04396276048243433,-0.1532691082910326,0.4769422704382245,0.23808772588098065,0.0946898155934128,0.20261953153137838,0.13898473496527455,0.14934720007463276,1.0,0.01133913667666826,-0.1872785087036008,0.03635528524021975,-0.13443005282285866,-0.2828692802820871,-0.01276613804646258,-0.005590500752398091,-0.07432971540272587,0.1756657804073797,-0.062384853939177046,-0.2537662939921188,-0.22680394740320906,-0.12281895349088502,0.12278086574327336,0.10126583122700522,0.04125450018558482,-0.28339282221905643
roleMixin,0.24636747474059953,-0.05502983910768428,-0.07665133793180054,0.26489926611666026,-0.1920222610610064,0.10549337861748301,0.26489926611666026,0.01547266298842166,0.09614344651694866,0.1638144885877078,0.01133913667666826,1.0,0.11473131694781576,0.010132103595741548,0.2675415623653807,0.16084958514338799,0.1811045581289728,-0.002072412857849611,0.24738518370701051,-0.036250541990420646,0.34185781325254927,0.1897366001734764,0.2735214919824431,0.19131503274355252,-0.06935789925479108,0.17474032415406854,-0.007758475194384097,0.19691599775130092
situation,0.1741604160333161,-0.26925257194119334,0.1942329269096203,0.5399392480033207,-0.2094999344732895,-0.05442816368295633,-0.06565504467553991,-0.03920741242639778,0.22884490395544435,-0.12699229654858,-0.1872785087036008,0.11473131694781576,1.0,-0.1358611278909479,0.09649122807017543,0.7270516618460721,0.19340696050907175,-0.10292845747672112,0.10353266450658016,0.09185813402401627,0.08293985675628764,0.24961299935833026,0.1584617423681007,0.21739729401672409,0.07347802911058345,-0.13463161337947355,-0.10690025981921517,0.4483931740836008
subkind,0.277059842133645,0.21340236413878144,0.059218746371636245,-0.03848092617356855,0.38758622797680914,-0.03823000313386505,0.17692860621108147,0.37405576884240765,0.11138565323217431,0.119394938089739,0.03635528524021975,0.010132103595741548,-0.1358611278909479,1.0,-0.025674543853407478,0.01410610073963664,0.04366819874427059,0.2456712511155312,-0.11986271528737515,0.021218804695889937,-0.11748215841245636,-0.05750988864798303,-0.03823000313386505,-0.03362559416181932,0.1284200391482819,0.19070219251581752,0.15262191115189644,-0.15213196327671805
type,0.22739045416812786,0.022673900795047858,0.06997211031526694,0.2876082927204621,-0.27277997333179044,0.08749844035108169,0.1866759106073187,-0.03920741242639778,0.28134161911671557,-0.12699229654858,-0.13443005282285866,0.2675415623653807,0.09649122807017543,-0.025674543853407478,1.0,0.24077684905291996,0.2435855925806949,0.11343136130087635,0.3226531667842053,-0.18641797787226833,0.5259001287657942,0.4687335016359554,0.8680947625382908,0.6855210839203321,-0.18220565326746033,-0.08327214605322994,-0.04362022096071424,0.3891822805828176
bringsAbout,0.2427265829629598,-0.19576052988617368,0.13711082533089905,0.3925637275567328,-0.2276028603743236,-0.053643174128257524,0.07568234872958955,-0.021291812201066927,0.2739459353606583,-0.08852139560753805,-0.2828692802820871,0.16084958514338799,0.7270516618460721,0.01410610073963664,0.24077684905291996,1.0,0.2600139867894549,0.039569159975909665,0.13803283909490377,-0.006785703587853287,0.2276028603743236,0.4132079828389377,0.30282437007887314,0.3643318998951527,0.10412102667762739,-0.11146267863404571,-0.09026960902981648,0.5529926345697208
characterization,0.33753073004156253,0.1203215389166575,0.037989754049396106,0.1558120677007835,-0.015763691696541595,0.1649915822768611,0.5089606905825105,0.018949980749121964,0.5215131625303397,0.2635958837640212,-0.01276613804646258,0.1811045581289728,0.19340696050907175,0.04366819874427059,0.2435855925806949,0.2600139867894549,1.0,0.24866299815559323,0.0865642693733204,0.06554020207949879,0.3601764708846171,0.20014541262748603,0.27534309509839805,0.27857866838843653,0.1235265300023809,0.37374449117671915,0.11416734289313459,0.2847202146432851
componentOf,0.24819124326114295,0.20714049992699066,0.1289197466439534,-0.12607064021625838,0.17043931741160923,0.020210493359310105,0.12771325442103046,0.1540913344196481,-0.008116350353701016,0.052045930649371415,-0.005590500752398091,-0.002072412857849611,-0.10292845747672112,0.2456712511155312,0.11343136130087635,0.039569159975909665,0.24866299815559323,1.0,0.03982095012222257,-0.047099285290490046,-0.011328293000167381,0.10103823165340056,0.19864027758864788,0.21395104801497436,0.18267225233014395,0.10448057998503116,0.25385674768556904,-0.02264511486379325
creation,-0.022810855950704586,0.03977547389612546,0.01024037037014558,0.4502738797570992,-0.02016438276473102,-0.08343298676955058,0.10757774959713946,-0.07495556751612514,0.00634519556871125,-0.03039136312387795,-0.07432971540272587,0.24738518370701051,0.10353266450658016,-0.11986271528737515,0.3226531667842053,0.13803283909490377,0.0865642693733204,0.03982095012222257,1.0,0.0666580520274602,0.2350193577406581,0.33868378812199035,0.39845099289009667,0.3857821893556587,-0.0331516552442799,0.08352229588656743,0.1634010327486824,0.6525634500093757
derivation,-0.06551465706278024,0.04839528258607583,0.004681780808688318,0.014366262730568659,0.3072975450256138,-0.07486325753428887,0.05788758806140901,0.05985622752694963,-0.05142595331119057,0.36376796495449176,0.1756657804073797,-0.036250541990420646,0.09185813402401627,0.021218804695889937,-0.18641797787226833,-0.006785703587853287,0.06554020207949879,-0.047099285290490046,0.0666580520274602,1.0,-0.08901032338672951,-0.12230835234396367,-0.13606099980438216,-0.1600441876278309,0.5052186515682133,0.4102355055541974,0.18384870366187583,-0.038668789533858265
externalDependence,0.1358053084016818,0.008337194039277454,-0.004731723618466156,0.30987419884676826,-0.25542168674698795,-0.06350191816635828,0.30987419884676826,-0.10805931142676148,0.20639888931029074,0.05924308625299169,-0.062384853939177046,0.34185781325254927,0.08293985675628764,-0.11748215841245636,0.5259001287657942,0.2276028603743236,0.3601764708846171,-0.011328293000167381,0.2350193577406581,-0.08901032338672951,1.0,0.3782560077246095,0.5627350833252814,0.43375798615775263,-0.2487591607847191,0.08898505507541006,0.13132530120481928,0.36807809347148024
historicalDependence,0.15792131042795482,0.10585408375581774,0.2211919999951445,0.336041836370446,-0.3066376827326338,0.07719500645033184,0.05046172790381284,-0.013192179882838025,0.18458750745341815,0.03482343691277682,-0.2537662939921188,0.1897366001734764,0.24961299935833026,-0.05750988864798303,0.4687335016359554,0.4132079828389377,0.20014541262748603,0.10103823165340056,0.33868378812199035,-0.12230835234396367,0.3782560077246095,1.0,0.5590789861099791,0.5623847027051381,-0.0331516552442799,0.08352229588656743,0.09178270775670672,0.5185374572856156
instantiation,0.17275181308013182,0.023062025753541944,0.06433809462424439,0.3022425759429728,-0.21482563805214824,0.06363636363636363,0.13576671860539954,-0.030877477140265633,0.2746126016939061,-0.07689374459669983,-0.22680394740320906,0.2735214919824431,0.1584617423681007,-0.03823000313386505,0.8680947625382908,0.30282437007887314,0.27534309509839805,0.19864027758864788,0.39845099289009667,-0.13606099980438216,0.5627350833252814,0.5590789861099791,1.0,0.7937698808978731,-0.16705007992790546,-0.009869275424396536,0.0060799708882683465,0.48862238794416263
manifestation,0.12620485040306562,0.006167567121055948,-0.10865716652728767,0.3512554897365652,-0.20425247635853078,0.19323673910630282,0.16822353977265517,-0.04035358609429867,0.24153835049259817,-0.06763268735128172,-0.12281895349088502,0.19131503274355252,0.21739729401672409,-0.03362559416181932,0.6855210839203321,0.3643318998951527,0.27857866838843653,0.21395104801497436,0.3857821893556587,-0.1600441876278309,0.43375798615775263,0.5623847027051381,0.7937698808978731,1.0,-0.1098378434595955,-0.02109873681424305,0.05124880315904954,0.5156718443390461
material,0.06470015334052999,0.04850859285181952,-0.01768468698888778,-0.036493862115152834,0.3490417187527272,0.1140962964213472,0.0834700037740198,0.1150312117136507,-0.01373101027711423,0.1985903788522453,0.12278086574327336,-0.06935789925479108,0.07347802911058345,0.1284200391482819,-0.18220565326746033,0.10412102667762739,0.1235265300023809,0.18267225233014395,-0.0331516552442799,0.5052186515682133,-0.2487591607847191,-0.0331516552442799,-0.16705007992790546,-0.1098378434595955,1.0,0.3224052574797422,0.15237107108731326,-0.07288078521204376
mediation,0.03372481516366718,0.2187883346258099,-0.041764030924678286,-0.1013801253607417,0.21317298908175156,0.10307909887703048,0.26007901390621047,0.13197661100348668,0.12452296508308522,0.7292586522065967,0.10126583122700522,0.17474032415406854,-0.13463161337947355,0.19070219251581752,-0.08327214605322994,-0.11146267863404571,0.37374449117671915,0.10448057998503116,0.08352229588656743,0.4102355055541974,0.08898505507541006,0.08352229588656743,-0.009869275424396536,-0.02109873681424305,0.3224052574797422,1.0,0.2904237511801845,0.0622184906599424
memberOf,-0.020776185240555797,0.6953219828757395,0.11711015955703737,0.062455264883844765,0.11686746987951807,0.0060799708882683465,0.16142283846901417,0.15949138753853737,-0.15392459541784395,0.172243787809624,0.04125450018558482,-0.007758475194384097,-0.10690025981921517,0.15262191115189644,-0.04362022096071424,-0.09026960902981648,0.11416734289313459,0.25385674768556904,0.1634010327486824,0.18384870366187583,0.13132530120481928,0.09178270775670672,0.0060799708882683465,0.05124880315904954,0.15237107108731326,0.2904237511801845,1.0,0.1358450544052477
participation,0.09388193232185219,0.06292872000760824,0.1200947420812919,0.5794467044309968,-0.25196157393836394,-0.03223769959269378,0.07012698672710278,-0.0612497447932617,0.2221190418457658,0.0030796406769908356,-0.28339282221905643,0.19691599775130092,0.4483931740836008,-0.15213196327671805,0.3891822805828176,0.5529926345697208,0.2847202146432851,-0.02264511486379325,0.6525634500093757,-0.038668789533858265,0.36807809347148024,0.5185374572856156,0.48862238794416263,0.5156718443390461,-0.07288078521204376,0.0622184906599424,0.1358450544052477,1.0
