Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
abstract,0.054658823618028,0.041199655063465894,0.002714444986431107,0.0022258454898609614,0.0006867684834554119,0.036119575997790615,0.0003864716412483593,0.041199655063466824,0.016112174424654346,0.0015361697235279567,0.020431038670998963,0.0034967915867407384,0.054658823618028,0.025395121772867763,0.0007889676115133276,0.013507227823333377,0.010572179781328822,0.05465882361802793,0.030367443834620103,0.012092392741747351,0.0411996550634652,0.03282056557457834,0.023097369890702657,0.0003864716412483593,0.03036744383462081,0.03036744383462006,0.0032289431007846703,0.0021074433126983816,0.054658823618027194,0.0411996550634652,0.03282056557457835,0.03036744383462074,0.009258105506365154,0.0021074433126982844,0.04119965506346595,0.00019131291746443332,0.00019131291746443332,0.0,0.00019131291746443332,0.0008922540051394048
category,0.041199655063465894,2.046097475938355,0.21695223535233607,0.32677422692013214,0.10731331355192938,0.5823299332205395,0.0874461472377781,0.06341760851885611,0.7589279746962626,0.10232156885696536,0.46585834229129613,0.40947595698989786,0.15390588143524117,0.4820455583731045,0.10846360398333922,0.5166409892621456,0.5119054924399692,0.48169687529445365,0.2993792627117292,0.8621031756212876,0.3869727588231824,0.24886228253931236,0.7028168600537306,0.0628298997630054,0.37833249972451866,0.16799816401056927,0.2472433254117467,0.3013252017453679,0.26396212166707395,0.33297638826139164,0.23091449179065202,0.4610101409639371,0.5863879686202106,0.19638439266453267,0.41583450498100866,0.029791435072880776,0.02191460814880622,0.0,0.02979143507288079,0.17303026500470925
collective,0.002714444986431107,0.21695223535233607,0.8660367985859927,0.1457592028741001,0.0410303118587063,0.1605079553655845,0.0521979604537696,0.032055323697063515,0.29315809369182544,0.03376304109046107,0.13314773870965413,0.2137784646958873,0.0452921261535302,0.08777504896797828,0.05335584329783503,0.2156806864948783,0.22177452755916105,0.0938351417410395,0.057668887315178885,0.3964309391075763,0.0883933768213335,0.031685958413081354,0.2103635977534039,0.014920237350479038,0.1958900497861056,0.05254427970969878,0.11832163121494388,0.09822323727613422,0.04309054777306377,0.09150535084988337,0.04440883742525863,0.22367392548869525,0.3058688361707433,0.3758221729000416,0.17396888500103724,0.005459795792798844,0.0957632934520911,0.0,0.005459795792798844,0.02560618048247465
datatype,0.0022258454898609614,0.32677422692013214,0.1457592028741001,0.8622560141936548,0.16952310674514107,0.20789602637017507,0.03683117063944743,0.02364645385912617,0.33535993048331897,0.05429522915012303,0.16543493071253926,0.18367010376220258,0.10630435424336473,0.18066995382459172,0.051514034337941064,0.22836583081822306,0.2307915400218315,0.16553673407278552,0.12459695220340025,0.3827571951722642,0.1380156753597769,0.09914364946901094,0.19737630091689168,0.11949777845592938,0.25712753245859044,0.06973810063818897,0.07395657238861876,0.09112223566003133,0.13555530592408502,0.1671458170725339,0.05765847680008242,0.23874275650199914,0.2901973114308432,0.13506628837984946,0.17658035977893718,0.04605305261234251,0.05678948387848602,0.0,0.08738420396320419,0.05686461318540986
enumeration,0.0006867684834554119,0.10731331355192938,0.0410303118587063,0.16952310674514107,0.3671200489866052,0.09931150448832687,0.002789741086674534,0.0020814919532416085,0.18705192598203044,0.03012588555002786,0.09575075363273375,0.09930344365466906,0.058931957386885454,0.10493514448696593,0.07452348112234752,0.13468453740468048,0.1638924535908404,0.09952055129864602,0.06983887780014293,0.18429787440852963,0.0729640526375959,0.03902560405393105,0.12865698990559157,0.056451913656976584,0.1762479152830702,0.03857068766996616,0.03933281577184303,0.04015842446715018,0.036615783441743925,0.08409663411428492,0.02622491432804553,0.17482583695448153,0.14421567920576794,0.0458177954140976,0.051526949133918025,0.0013805508655674037,0.0013805508655674037,0.0,0.05525040687208211,0.006446176663190029
event,0.036119575997790615,0.5823299332205395,0.1605079553655845,0.20789602637017507,0.09931150448832687,1.8062292972758547,0.1642237201927042,0.11315230891218081,0.670672787418872,0.09202834117982855,0.4309448589002153,0.36485592422603885,0.09080605548338258,0.36788560321418134,0.1666320741056229,0.45372940097715725,0.511613748367979,0.5879459341965805,0.48691772695709107,0.6951464547665669,0.40805561189171735,0.2919333692697646,0.5939158549098015,0.09568449343749587,0.3232140133705229,0.39353911353617527,0.2346138014687576,0.3691367452162843,0.38045061596561375,0.3814003793478269,0.3207350563381761,0.4741426815268739,0.5574513328168488,0.18870563416260056,0.6654036001829896,0.05868479821161658,0.01130013258409085,0.0,0.06281123159011624,0.24437502605767328
historicalRole,0.0003864716412483593,0.0874461472377781,0.0521979604537696,0.03683117063944743,0.002789741086674534,0.1642237201927042,0.21806039441095246,0.055244339226671296,0.13730538308358,0.006244583039653334,0.022909364340840892,0.03874020989500203,0.003205155488447159,0.04859019374046534,0.11806090057758174,0.11882143388347796,0.10908342458766414,0.1022940769663478,0.11284065822483963,0.0887933014614442,0.0604076800966726,0.0044787496106666255,0.0636513570805223,0.04208240272617562,0.04356439541645385,0.11869777374838478,0.11177411540644903,0.047303753300981834,0.06691922604887485,0.05902852186332907,0.044576221788903025,0.07101804553322827,0.13472821358571224,0.05634927757177644,0.12561403570739693,0.0007768285261068875,0.0007768285261068875,0.0,0.0007768285261068875,0.0036250623366174475
historicalRoleMixin,0.041199655063466824,0.06341760851885611,0.032055323697063515,0.02364645385912617,0.0020814919532416085,0.11315230891218081,0.055244339226671296,0.15023080415265458,0.06526963865455607,0.004658100159592608,0.018080689783064083,0.010616072202896454,0.07452269010269189,0.020197850307705774,0.03176216730440701,0.08177523425859747,0.04793029453484346,0.0821514402096417,0.020719688183135403,0.06543279284237434,0.11052535158646329,0.021385956218061393,0.02449319231775332,0.001171149577002685,0.053075881602709575,0.1016480445858403,0.009801180210370866,0.05992887550935657,0.0996931403576181,0.1182323879778554,0.06148342839629931,0.02670002495692137,0.07313750576590855,0.032459330262091385,0.11248025581468618,0.027933703193794006,0.0005796883261384375,0.0,0.04139287174835605,0.0027045897912268482
kind,0.016112174424654346,0.7589279746962626,0.29315809369182544,0.33535993048331897,0.18705192598203044,0.670672787418872,0.13730538308358,0.06526963865455607,2.6625520754817043,0.12842403415962828,0.5560804516522846,0.5420969626000472,0.1430314260293129,0.5314315675443276,0.14852961481286966,0.8809531001959192,0.9917994729974575,0.5086516378326095,0.2933024756458436,1.2287989142708735,0.30480468453575443,0.15085141988164386,0.761439473317253,0.11613917813762582,0.618210788409279,0.20513962025133609,0.4051932583178592,0.34269852579126525,0.19486224888721781,0.27739855655374657,0.19809163235770103,0.7661920608161604,0.807057251421982,0.22897187595974217,0.3913025546751981,0.032640385997441165,0.053712476149863866,0.0,0.044429528801650686,0.12217999546130628
mixin,0.0015361697235279567,0.10232156885696536,0.03376304109046107,0.05429522915012303,0.03012588555002786,0.09202834117982855,0.006244583039653334,0.004658100159592608,0.12842403415962828,0.4879294121369898,0.09619724717472258,0.15748410333914226,0.018205794001871285,0.13509609955771246,0.0412673132809559,0.16973256194874184,0.1479160065998959,0.07842003431515106,0.01976750658027137,0.17736605957205537,0.04477041765571397,0.014551583802889095,0.14898244438448105,0.040489274243091754,0.13645750948016397,0.016993920468623885,0.05883866601047471,0.0565341687502172,0.048935393783119334,0.036655829831990464,0.049356670158233924,0.09981498619543896,0.198442293758331,0.0322934474473889,0.0687672227592288,0.0030887513631531888,0.003088751363153175,0.0,0.003088751363153175,0.01138344639758583
