Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,derivation,externalDependence,instantiation,material,mediation,participation
category,1.0,0.11473126986886036,0.09415997881490265,0.05267689695486466,0.29557177817363967,0.07134848916925603,0.22544757873522137,0.05348771203483487,0.06463917075754586,0.24203240158063383,0.18734694639031352,0.24467583522776076,0.27770912495222577,0.3628110641488811,0.22160593326450123,0.08278125499764724,0.16142755216065907,0.22371705461874786,0.09544026546843423,0.004661657329298508,0.1355962206920129
datatype,0.11473126986886036,1.0,0.07244448593895803,0.12224818107984896,0.015053055396494576,0.017093850373496266,0.1716358590983587,0.14063101815465015,0.08846052552472343,0.07515518927681028,0.17649550593016905,0.06421953040704553,0.07908361101693301,0.02920338899433397,0.14932924238198317,0.0020618589513680067,0.010784903793407906,0.07569334901615866,0.015151902746146256,0.010154059916750906,0.11279741420465242
event,0.09415997881490265,0.07244448593895803,1.0,0.27978035217337777,0.16166393483403715,0.02391065306727138,0.1084072904391543,0.15728795670624324,0.14542833699336682,0.29180996791998215,0.5248346223556764,0.03851727026945074,0.3140447952537892,0.17481302056532808,0.11325245469865114,0.02371682027295266,0.3094042827495435,0.32072787081318854,0.019142100083659318,0.08631706342378369,0.5959758724009027
kind,0.05267689695486466,0.12224818107984896,0.27978035217337777,1.0,0.019296580186428658,0.24863348206115998,0.07040759257055962,0.22632550802891233,0.39607716848512553,0.2440042485699762,0.22652385639370665,0.45716271912288103,0.245771275052928,0.029340768745932666,0.258885400503284,0.21178970583494947,0.2352962684354428,0.18663300516439948,0.33745268316692445,0.20896872736367472,0.24862060674294145
mode,0.29557177817363967,0.015053055396494576,0.16166393483403715,0.019296580186428658,1.0,0.095074794623809,0.20057122170716152,0.07170679892312427,0.09719276697062655,0.23066811973397353,0.07712495119243426,0.146356355283676,0.18821912162260676,0.5287845627624639,0.14618775648384813,0.016980789821977118,0.3285461429398687,0.1519137825518449,0.0744696195892693,0.2363271436859254,0.07524308734513188
phase,0.07134848916925603,0.017093850373496266,0.02391065306727138,0.24863348206115998,0.095074794623809,1.0,0.1014143727253569,0.13118982370228885,0.2509996177939081,0.010366467949729497,0.05405534951389717,0.33283771374155463,0.041158958776336796,0.005877571252263879,0.13647645493022217,0.05409029232945166,0.10420107458620421,0.02510387721232622,0.12776469326049705,0.18712427239507015,0.07092329026547245
quality,0.22544757873522137,0.1716358590983587,0.1084072904391543,0.07040759257055962,0.20057122170716152,0.1014143727253569,1.0,0.1593079642844804,0.06618962717246127,0.09845762248866585,0.2262609281745772,0.17552992475231075,0.2555993468791359,0.5671683012584411,0.01886903378017527,0.07550630973678547,0.18060948145762304,0.2639147105284304,0.020806164654366896,0.14528342868273353,0.24082309229682575
relator,0.05348771203483487,0.14063101815465015,0.15728795670624324,0.22632550802891233,0.07170679892312427,0.13118982370228885,0.1593079642844804,1.0,0.23602102163330743,0.1604720119800752,0.14876322660934624,0.14803090966250132,0.035984421653869385,0.19562699097378466,0.11059289392683092,0.3156632201225918,0.05840916109204976,0.04279600627708186,0.19925011173508633,0.7205902915762796,0.011909656474031603
role,0.06463917075754586,0.08846052552472343,0.14542833699336682,0.39607716848512553,0.09719276697062655,0.2509996177939081,0.06618962717246127,0.23602102163330743,1.0,0.014936340493314706,0.19213269607594052,0.054555603373036506,0.14326766276639594,0.014569240384695606,0.017891749326838673,0.19031454808103615,0.044594967046712175,0.2002494550485721,0.1219721400480185,0.1851545976554393,0.2988603219301151
roleMixin,0.24203240158063383,0.07515518927681028,0.29180996791998215,0.2440042485699762,0.23066811973397353,0.010366467949729497,0.09845762248866585,0.1604720119800752,0.014936340493314706,1.0,0.14900705696440322,0.028318813369921578,0.3145961764519109,0.21817211963488342,0.008922340512199376,0.041399293607904515,0.37217367701842213,0.3248742451270018,0.07295740115927697,0.17775235496619507,0.23104584881600562
situation,0.18734694639031352,0.17649550593016905,0.5248346223556764,0.22652385639370665,0.07712495119243426,0.05405534951389717,0.2262609281745772,0.14876322660934624,0.19213269607594052,0.14900705696440322,1.0,0.11259592764675329,0.1196504780391472,0.20850346609197323,0.09589879954138433,0.08593812530706184,0.0839409515323651,0.17571483523904408,0.06544543552814952,0.1311705506909182,0.45381180004401067
subkind,0.24467583522776076,0.06421953040704553,0.03851727026945074,0.45716271912288103,0.146356355283676,0.33283771374155463,0.17552992475231075,0.14803090966250132,0.054555603373036506,0.028318813369921578,0.11259592764675329,1.0,0.02258815055945983,0.06926811011012052,0.26387532934748825,0.03210755842054489,0.03805690947089216,0.028324757729986,0.1711719875739078,0.21798788813621592,0.09676377680453205
type,0.27770912495222577,0.07908361101693301,0.3140447952537892,0.245771275052928,0.18821912162260676,0.041158958776336796,0.2555993468791359,0.035984421653869385,0.14326766276639594,0.3145961764519109,0.1196504780391472,0.02258815055945983,1.0,0.26238631113016886,0.1120658422188494,0.19168727618477835,0.5148523926771447,0.8819678800872054,0.17535384537059287,0.04657334187672317,0.41800301084068675
characterization,0.3628110641488811,0.02920338899433397,0.17481302056532808,0.029340768745932666,0.5287845627624639,0.005877571252263879,0.5671683012584411,0.19562699097378466,0.014569240384695606,0.21817211963488342,0.20850346609197323,0.06926811011012052,0.26238631113016886,1.0,0.21988761119280684,0.039978798399024386,0.39408989839290987,0.30306437313298346,0.10568497536840596,0.33419056488053844,0.3008383497611826
