Stereotype,category,datatype,event,kind,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,derivation,externalDependence,instantiation,material,mediation,participation
category,1.0,0.13295084501338433,0.11486390969687052,0.08832155900960513,0.2672155114217641,-0.09172272325111741,0.24036754146298714,-0.10333628213544258,-0.17320849151159376,0.23777360821093688,0.20153189295930915,0.21607701745359664,0.3391626898493648,0.38998484153616103,0.19786834141589213,-0.10459852018180871,0.19188391752335648,0.28971806220101537,0.14078551289891864,-0.0006443637704266516,0.19584529857059005
datatype,0.13295084501338433,1.0,0.05918200141874738,0.11807056902200518,-0.026687853310719087,0.008183619433667091,0.15925017982360654,-0.13208881871670086,-0.17799757090405852,-0.07368824377545344,0.16037787263557657,0.06964261046358068,0.08938157650667547,-0.02244915636056726,0.17296979873814353,-0.000908043863874832,-0.02458177172037974,0.08905273180289332,0.012981861481231292,-0.0024687495557820524,0.10594349453403694
event,0.11486390969687052,0.05918200141874738,1.0,-0.30061416180704437,0.15260166582980347,0.029359750933988554,0.12601145533519634,-0.1508036884135783,-0.13798867519015678,0.3214544857967257,0.5101525437201249,-0.03855364869125584,0.34291129957734245,0.1961310995362662,-0.10173755343249173,-0.03915336746993165,0.3089350792677584,0.3403437348144167,-0.010040592427752027,-0.07349207166191442,0.6129765477444601
kind,0.08832155900960513,0.11807056902200518,-0.30061416180704437,1.0,0.010198150161831928,0.2301599849568405,0.09724818703946808,0.30717050009244995,0.3289226665756687,-0.3100581827920629,-0.2449311387351239,0.5392290454869604,-0.22143678255907512,-0.054611618088874964,0.39322881370082674,0.1459656291556631,-0.21675659042407774,-0.1621402311778049,0.32624843180201346,0.20484738335796956,-0.24532394019871118
mode,0.2672155114217641,-0.026687853310719087,0.15260166582980347,0.010198150161831928,1.0,0.061284146588240176,0.18588584309204378,0.033970102904940375,0.09976187927082275,0.20086043363432465,-0.09059864517389352,0.12106681440968699,0.18977509004312165,0.5493805690491936,0.16733470807444836,0.0049811580104576775,0.34834319360045174,0.16998125583548865,0.06643972674045331,0.21474442710279115,0.08073243208436721
phase,-0.09172272325111741,0.008183619433667091,0.029359750933988554,0.2301599849568405,0.061284146588240176,1.0,0.10701136439959975,0.1935180946285741,0.3109315654642673,-0.006945388640157479,-0.07452623446025364,0.29616156978821484,-0.04320764321625076,0.0018230015261118113,0.12087521222702835,0.048879788205299854,-0.10048059534673924,-0.020409849167040146,0.14190771879013217,0.26531589993971993,-0.08212463772802267
quality,0.24036754146298714,0.15925017982360654,0.12601145533519634,0.09724818703946808,0.18588584309204378,0.10701136439959975,1.0,0.13246878973969484,0.03152192754351071,0.10082750075338467,0.22370612905755838,0.2766133123027017,0.2322124480912226,0.6168202551046285,0.04386706096725392,-0.11086236507018281,0.15804244345206903,0.25363356963108674,0.03152692182789669,0.16950507591694075,0.26110216081193227
relator,-0.10333628213544258,-0.13208881871670086,-0.1508036884135783,0.30717050009244995,0.033970102904940375,0.1935180946285741,0.13246878973969484,1.0,0.3729960965119697,0.1571977353831309,-0.17426645704259583,0.18353500212075474,-0.010196512992960306,0.14518405618092875,0.2349998940264697,0.27391985589118456,0.057586974535863866,0.023818558490993756,0.19991203630253573,0.7120249677433866,-0.046057294407488104
role,-0.17320849151159376,-0.17799757090405852,-0.13798867519015678,0.3289226665756687,0.09976187927082275,0.3109315654642673,0.03152192754351071,0.3729960965119697,1.0,-0.019674713665924666,-0.19711270212981985,0.08186743247178226,-0.15268626890739084,0.016627014733391676,0.05726046881169211,0.20618487634468985,0.031878107590606296,-0.1768039961666149,0.121168741219016,0.3385369439776577,-0.3151720333803358
roleMixin,0.23777360821093688,-0.07368824377545344,0.3214544857967257,-0.3100581827920629,0.20086043363432465,-0.006945388640157479,0.10082750075338467,0.1571977353831309,-0.019674713665924666,1.0,0.1935226023361323,-0.07914992016243352,0.369926651258012,0.2628264814410713,-0.03841327268073299,-0.047279334794122226,0.40517794385786177,0.38586830739287536,-0.07674370823086865,0.1808163047023428,0.27109114985430816
situation,0.20153189295930915,0.16037787263557657,0.5101525437201249,-0.2449311387351239,-0.09059864517389352,-0.07452623446025364,0.22370612905755838,-0.17426645704259583,-0.19711270212981985,0.1935226023361323,1.0,-0.09331471863540738,0.14836827327541774,0.22477833919698822,-0.08934924294924526,0.0803996451676382,0.08495412965160089,0.19484642073012992,0.05829096239126338,-0.12779846379811705,0.459295907615194
subkind,0.21607701745359664,0.06964261046358068,-0.03855364869125584,0.5392290454869604,0.12106681440968699,0.29616156978821484,0.2766133123027017,0.18353500212075474,0.08186743247178226,-0.07914992016243352,-0.09331471863540738,1.0,-0.019872779380620206,0.10987563527239151,0.2834283178111898,-0.04858404243328497,-0.012328070730458407,0.02098592295828803,0.2281563650371621,0.2491776247939363,-0.06154675388265513
type,0.3391626898493648,0.08938157650667547,0.34291129957734245,-0.22143678255907512,0.18977509004312165,-0.04320764321625076,0.2322124480912226,-0.010196512992960306,-0.15268626890739084,0.369926651258012,0.14836827327541774,-0.019872779380620206,1.0,0.28263812953424294,0.11071676164502683,-0.19710551670245083,0.504036739575375,0.8960627054482525,-0.16875969836741164,0.026048039787272933,0.4489580481676057
characterization,0.38998484153616103,-0.02244915636056726,0.1961310995362662,-0.054611618088874964,0.5493805690491936,0.0018230015261118113,0.6168202551046285,0.14518405618092875,0.016627014733391676,0.2628264814410713,0.22477833919698822,0.10987563527239151,0.28263812953424294,1.0,0.19444212413873138,-0.02438662486104525,0.4311965399457944,0.33357660278230306,0.09042036571743166,0.2988226884723919,0.31786893951460465
componentOf,0.19786834141589213,0.17296979873814353,-0.10173755343249173,0.39322881370082674,0.16733470807444836,0.12087521222702835,0.04386706096725392,0.2349998940264697,0.05726046881169211,-0.03841327268073299,-0.08934924294924526,0.2834283178111898,0.11071676164502683,0.19444212413873138,1.0,-0.026310828379877454,0.011722888803110385,0.18007737305402297,0.22636697755920246,0.19490236967614805,-0.031908005476451146
derivation,-0.10459852018180871,-0.000908043863874832,-0.03915336746993165,0.1459656291556631,0.0049811580104576775,0.048879788205299854,-0.11086236507018281,0.27391985589118456,0.20618487634468985,-0.047279334794122226,0.0803996451676382,-0.04858404243328497,-0.19710551670245083,-0.02438662486104525,-0.026310828379877454,1.0,-0.09135521182711275,-0.15120234824864404,0.43223172033337687,0.31309136755359007,-0.06909030900837271
externalDependence,0.19188391752335648,-0.02458177172037974,0.3089350792677584,-0.21675659042407774,0.34834319360045174,-0.10048059534673924,0.15804244345206903,0.057586974535863866,0.031878107590606296,0.40517794385786177,0.08495412965160089,-0.012328070730458407,0.504036739575375,0.4311965399457944,0.011722888803110385,-0.09135521182711275,1.0,0.5287316831943635,-0.2546174529127238,0.13204144410028537,0.3678906131073533
instantiation,0.28971806220101537,0.08905273180289332,0.3403437348144167,-0.1621402311778049,0.16998125583548865,-0.020409849167040146,0.25363356963108674,0.023818558490993756,-0.1768039961666149,0.38586830739287536,0.19484642073012992,0.02098592295828803,0.8960627054482525,0.33357660278230306,0.18007737305402297,-0.15120234824864404,0.5287316831943635,1.0,-0.14128636491190177,0.09304946609729757,0.5259449531598978
material,0.14078551289891864,0.012981861481231292,-0.010040592427752027,0.32624843180201346,0.06643972674045331,0.14190771879013217,0.03152692182789669,0.19991203630253573,0.121168741219016,-0.07674370823086865,0.05829096239126338,0.2281563650371621,-0.16875969836741164,0.09042036571743166,0.22636697755920246,0.43223172033337687,-0.2546174529127238,-0.14128636491190177,1.0,0.2870572522393817,-0.06594276437030316
mediation,-0.0006443637704266516,-0.0024687495557820524,-0.07349207166191442,0.20484738335796956,0.21474442710279115,0.26531589993971993,0.16950507591694075,0.7120249677433866,0.3385369439776577,0.1808163047023428,-0.12779846379811705,0.2491776247939363,0.026048039787272933,0.2988226884723919,0.19490236967614805,0.31309136755359007,0.13204144410028537,0.09304946609729757,0.2870572522393817,1.0,0.027506373781230966
participation,0.19584529857059005,0.10594349453403694,0.6129765477444601,-0.24532394019871118,0.08073243208436721,-0.08212463772802267,0.26110216081193227,-0.046057294407488104,-0.3151720333803358,0.27109114985430816,0.459295907615194,-0.06154675388265513,0.4489580481676057,0.31786893951460465,-0.031908005476451146,-0.06909030900837271,0.3678906131073533,0.5259449531598978,-0.06594276437030316,0.027506373781230966,1.0
