Group,DistanceFromOrigin
sortal,105.16926675216074
non_sortal,80.70581832514426
rigid,104.64656568578764
non_rigid,86.4752988759795
abstracts,25.033439356415695
temporal,44.828116388083835
rigid_sortal,100.53009076559303
rigid_non_sortal,71.81172956962335
non_rigid_sortal,73.14631170386527
non_rigid_non_sortal,51.19867640841446
