Group,x_value,y_value,quadrant
sortal,90,38.60869565217392,Q1
non_sortal,74,6.608695652173913,Q4
rigid,91,34.16304347826087,Q1
non_rigid,79,10.217391304347826,Q1
abstracts,23,1.2934782608695652,Q3
temporal,41,4.8478260869565215,Q3
rigid_sortal,88,30.93478260869565,Q1
rigid_non_sortal,66,3.2282608695652173,Q3
non_rigid_sortal,67,6.836956521739131,Q2
non_rigid_non_sortal,47,3.380434782608696,Q3
