Group,DistanceFromOrigin
sortal,97.9317690025162
non_sortal,74.29451432120047
rigid,97.20140708702495
non_rigid,79.65798820624434
abstracts,23.036342722128055
temporal,41.28560787695121
rigid_sortal,93.27894068356082
rigid_non_sortal,66.07890486563745
non_rigid_sortal,67.34793222126535
non_rigid_non_sortal,47.12141062531417
