Group,x_value,y_value,quadrant
sortal,3552,38.60869565217392,Q1
non_sortal,608,6.608695652173913,Q3
rigid,3143,34.16304347826087,Q1
non_rigid,940,10.217391304347826,Q1
abstracts,119,1.2934782608695652,Q3
temporal,446,4.8478260869565215,Q3
rigid_sortal,2846,30.93478260869565,Q1
rigid_non_sortal,297,3.2282608695652173,Q3
non_rigid_sortal,629,6.836956521739131,Q1
non_rigid_non_sortal,311,3.380434782608696,Q3
