Group,x_value,y_value,quadrant
sortal,90,97.82608695652172,Q1
non_sortal,74,80.43478260869566,Q1
rigid,91,98.91304347826086,Q1
non_rigid,79,85.86956521739131,Q1
abstracts,23,25.0,Q3
temporal,41,44.56521739130434,Q3
rigid_sortal,88,95.65217391304348,Q1
rigid_non_sortal,66,71.73913043478261,Q3
non_rigid_sortal,67,72.82608695652173,Q3
non_rigid_non_sortal,47,51.08695652173913,Q3
