Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,2,0.012195121951219513,2,0.012195121951219513,9.634839579920994e-05,0.0010245901639344263
category,623,3.798780487804878,101,0.6158536585365854,0.030012525291453897,0.051741803278688527
collective,198,1.2073170731707317,62,0.3780487804878049,0.009538491184121785,0.031762295081967214
datatype,125,0.7621951219512195,35,0.21341463414634146,0.006021774737450621,0.017930327868852458
enumeration,67,0.40853658536585363,9,0.054878048780487805,0.0032276712592735333,0.004610655737704918
event,474,2.8902439024390243,53,0.3231707317073171,0.022834569804412758,0.027151639344262294
historicalRole,23,0.1402439024390244,4,0.024390243902439025,0.0011080065516909144,0.0020491803278688526
historicalRoleMixin,9,0.054878048780487805,3,0.018292682926829267,0.00043356778109644473,0.0015368852459016393
kind,1912,11.658536585365853,143,0.8719512195121951,0.0921090663840447,0.07325819672131148
mixin,88,0.5365853658536586,25,0.1524390243902439,0.004239329415165237,0.012807377049180328
mode,564,3.4390243902439024,66,0.4024390243902439,0.027170247615377206,0.03381147540983607
phase,423,2.5792682926829267,60,0.36585365853658536,0.0203776857115329,0.030737704918032786
phaseMixin,20,0.12195121951219512,8,0.04878048780487805,0.0009634839579920994,0.004098360655737705
quality,269,1.6402439024390243,47,0.2865853658536585,0.012958859234993738,0.024077868852459015
quantity,45,0.27439024390243905,13,0.07926829268292683,0.0021678389054822235,0.00665983606557377
relator,1475,8.99390243902439,130,0.7926829268292683,0.07105694190191733,0.06659836065573771
role,2192,13.365853658536585,123,0.75,0.1055978417959341,0.0630122950819672
roleMixin,606,3.6951219512195124,66,0.4024390243902439,0.029193563927160614,0.03381147540983607
situation,79,0.4817073170731707,21,0.12804878048780488,0.0038057616340687926,0.010758196721311475
subkind,2290,13.963414634146341,121,0.7378048780487805,0.11031891319009539,0.061987704918032786
type,219,1.3353658536585367,28,0.17073170731707318,0.01055014934001349,0.014344262295081968
none_c,380,2.317073170731707,23,0.1402439024390244,0.01830619520184989,0.0117827868852459
other_c,110,0.6707317073170732,19,0.11585365853658537,0.005299161768956547,0.00973360655737705
bringsAbout,30,0.18292682926829268,12,0.07317073170731707,0.0014452259369881492,0.006147540983606557
characterization,591,3.6036585365853657,79,0.4817073170731707,0.028470950958666537,0.04047131147540984
comparative,38,0.23170731707317074,7,0.042682926829268296,0.001830619520184989,0.003586065573770492
componentOf,688,4.195121951219512,65,0.39634146341463417,0.03314384815492822,0.033299180327868855
creation,60,0.36585365853658536,18,0.10975609756097561,0.0028904518739762985,0.009221311475409836
derivation,291,1.774390243902439,61,0.3719512195121951,0.014018691588785047,0.03125
externalDependence,77,0.4695121951219512,22,0.13414634146341464,0.003709413238269583,0.011270491803278689
historicalDependence,44,0.2682926829268293,16,0.0975609756097561,0.0021196647075826186,0.00819672131147541
instantiation,69,0.42073170731707316,17,0.10365853658536585,0.003324019655072743,0.008709016393442622
manifestation,34,0.2073170731707317,12,0.07317073170731707,0.001637922728586569,0.006147540983606557
material,746,4.548780487804878,83,0.5060975609756098,0.03593795163310531,0.04252049180327869
mediation,2433,14.835365853658537,116,0.7073170731707317,0.11720782348973889,0.05942622950819672
memberOf,255,1.5548780487804879,49,0.29878048780487804,0.012284420464399268,0.025102459016393443
participation,211,1.2865853658536586,29,0.17682926829268292,0.010164755756816649,0.01485655737704918
participational,17,0.10365853658536585,4,0.024390243902439025,0.0008189613642932846,0.0020491803278688526
subCollectionOf,41,0.25,11,0.06707317073170732,0.001975142113883804,0.0056352459016393444
subQuantityOf,14,0.08536585365853659,4,0.024390243902439025,0.0006744387705944696,0.0020491803278688526
termination,5,0.03048780487804878,3,0.018292682926829267,0.00024087098949802485,0.0015368852459016393
triggers,16,0.0975609756097561,10,0.06097560975609756,0.0007707871663936795,0.005122950819672131
none_r,2295,13.99390243902439,117,0.7134146341463414,0.1105597841795934,0.05993852459016393
other_r,610,3.7195121951219514,55,0.3353658536585366,0.029386260718759032,0.02817622950819672
