Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,formal,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
abstract,0.06458143637762698,0.06458143637762749,0.0040342394384781655,0.003448628164879286,0.0007351046739784567,0.048077932078580875,0.0007351046739784567,0.04807793207858152,0.0258810824024552,0.0020147182052678153,0.024688614105703492,0.005986710216515971,0.064581436377627,0.028698563877013958,0.0010423456517636986,0.01731590224765782,0.014598059075790468,0.06458143637762746,0.04807793207858149,0.01731590224765761,0.04184878750995586,0.037803572348159994,0.024688614105703437,0.0007351046739784567,0.037803572348160626,0.03479557783368803,0.005079214076257409,0.003259655754383299,0.0018470399583113625,0.04807793207858145,0.04807793207858147,0.041848787509955875,0.04807793207858047,0.013663753120980227,0.003259655754383292,0.041848787509955326,0.0005844074607722419,0.00028861795856587047,0.00028861795856587047,0.0005844074607722419,0.0013577266381667938
category,0.06458143637762749,2.1844731077333583,0.3847956310807463,0.4241461636665463,0.09930841496233452,0.7643761613465445,0.12466678807061794,0.09216835099697816,1.1677791662285208,0.13299554209914774,0.6974724700028236,0.5378538689562622,0.19351161645406093,0.6975172897726475,0.09357716500484169,0.6613099890027389,0.8580844619181267,0.6155770358487521,0.37595035672897215,1.1787228179548648,0.4822376224895117,0.3212117984426303,0.9381465160388864,0.12855320099589113,0.6215673602470859,0.35467477972752237,0.3090816705052724,0.36565332924443095,0.20357013590539452,0.2946884847395806,0.4255134076983594,0.30349413527330993,0.6314741916948217,0.8328507072419217,0.3931046448058064,0.5603267344108512,0.0994011554632908,0.055761698506318874,0.04437903687696218,0.09317201089466523,0.20880891100235585
collective,0.0040342394384781655,0.3847956310807463,1.0341256441206328,0.1953206490708425,0.0643471511272046,0.3293129833495035,0.09180293314672691,0.03653677574625659,0.585926702111503,0.031355628964512314,0.3120021920230746,0.3906928098139756,0.056612069873673974,0.192878544113147,0.11595408261213447,0.43053513371610935,0.40921759010549874,0.19281872638259934,0.06755238799959251,0.6020622777591498,0.24388779211458522,0.04789991396548099,0.416898437298184,0.025287233461328634,0.3968283484536084,0.20739401004601005,0.22118111150543496,0.18690968954198173,0.15387870150605054,0.13126977352742722,0.20783396048602829,0.07962262163009898,0.3951522533020114,0.6420662805275952,0.5260890856588925,0.3063006822475436,0.0764253435972751,0.12901943841868524,0.09313656591807222,0.04054247109666209,0.03856471575273332
datatype,0.003448628164879286,0.4241461636665463,0.1953206490708425,1.001486098392328,0.16719858876965754,0.34601690565681553,0.07427002645485042,0.027957292698584275,0.5527513571916524,0.0546325686937442,0.2844224396041206,0.3046259397735559,0.12630490814885004,0.2298428988205768,0.10338657472151708,0.3281432349208846,0.3653501558595565,0.2575381837623085,0.15705209537195075,0.5172166256387042,0.16891260686716333,0.12852858293210412,0.35032355057988107,0.13741273022571782,0.35635581123345417,0.1632876547709956,0.1363596041754322,0.1555833861752599,0.1079014813237617,0.19360851326596887,0.21946956602661855,0.10385626616196655,0.3434763856652443,0.46049744207959165,0.16810631877872906,0.2521647664083433,0.0599201915242888,0.06788663020593669,0.041108766176469656,0.12086097912218988,0.05512011461310117
enumeration,0.0007351046739784567,0.09930841496233452,0.0643471511272046,0.16719858876965754,0.3214551280707574,0.09363069997740839,0.0037698489304466842,0.0022331320385382686,0.19347230884018204,0.010347291211360604,0.0714171462043995,0.12704605867630647,0.06888639839688548,0.10385977484943341,0.04146918929246806,0.12926289831572801,0.1479153667112924,0.09171473263245128,0.04383383769354953,0.19331753572846283,0.12098923483813126,0.048124974600446485,0.09643923216265828,0.06699355866990699,0.1366571374278644,0.04676609299533675,0.053806013142493066,0.060810628513461716,0.048800614712839,0.04143675274703893,0.11365238201051733,0.044755399551043844,0.1530894973776704,0.14482659369133266,0.07170044828904701,0.05410949196807835,0.0029965297530514315,0.0014794043453395939,0.0014794043453395939,0.04987547005564678,0.006967728406850678
event,0.048077932078580875,0.7643761613465445,0.3293129833495035,0.34601690565681553,0.09363069997740839,1.8855772330343714,0.23893760657552632,0.12106909507293706,0.9803626064610624,0.0962929648407161,0.6498050841075019,0.6035430071618921,0.11617075969244062,0.603334326758926,0.19359963199799965,0.7358138485070082,0.7357169832855399,0.7183796060326381,0.5466554341277129,0.9478117343192125,0.5434377614207183,0.3940417346720293,0.9012549113297618,0.1950796378025524,0.5156776274163127,0.7544306476866193,0.3555162866429913,0.48319188685635733,0.2264370952435211,0.4565938281381111,0.4934610007922468,0.42013672122623513,0.6252012509789977,0.8970843949986026,0.40826131808579813,1.0042278666580162,0.20171844168813813,0.11251593411963919,0.10224157438921846,0.1884360874432447,0.29453305928017826
historicalRole,0.0007351046739784567,0.12466678807061794,0.09180293314672691,0.07427002645485042,0.0037698489304466842,0.23893760657552632,0.3214551280707574,0.06577222276440159,0.21099039128678393,0.010347291211360604,0.06401865037649909,0.08948113428188698,0.006152001977569044,0.06909195775740914,0.12851957554706797,0.14907860948792973,0.17213478966218232,0.16172789372627608,0.13531065374377105,0.15632636132891392,0.11476009026950565,0.008633517929598801,0.10349244183892613,0.05049005437086067,0.05800800310265585,0.20338360539976236,0.13466222845733994,0.12155624733781847,0.04174740503657115,0.07634984622385366,0.11988152657914294,0.11725386481998415,0.09547719926011827,0.20629852662883255,0.10045829239649776,0.19353849702271295,0.0029965297530514315,0.0014794043453395939,0.0014794043453395939,0.06637897435469309,0.006967728406850678
historicalRoleMixin,0.04807793207858152,0.09216835099697816,0.03653677574625659,0.027957292698584275,0.0022331320385382686,0.12106909507293706,0.06577222276440159,0.17680875253870074,0.09045917142135482,0.0061247887668171574,0.024690384988872723,0.018247271773916253,0.08664844390759285,0.027566119032111924,0.03961285748077587,0.08290454028931019,0.05966531775020685,0.09621049363286291,0.036032113501366286,0.0829045402893101,0.12429024512708925,0.024396746439006682,0.03293741639821824,0.0022331320385382963,0.06375080217839671,0.1172370354508214,0.015471163724036861,0.06919760907247169,0.038225283702130894,0.09833644620526447,0.13757259937198268,0.07483820295266613,0.04432599434622695,0.09193487873760611,0.03867472451130532,0.12429024512708994,0.03246188761914951,0.0008765671856747134,0.0008765671856747134,0.04896539191819584,0.0041259717655184255
kind,0.0258810824024552,1.1677791662285208,0.585926702111503,0.5527513571916524,0.19347230884018204,0.9803626064610624,0.21099039128678393,0.09045917142135482,3.0033965356172816,0.20331445608558468,0.9505862492536459,0.9167665380308295,0.18185325732107765,0.9501055124643191,0.23527367136414343,1.2840526510530712,1.4124744042537238,0.758845728225282,0.38771740509392294,1.7974202648434021,0.45805950479947605,0.2588735751532335,1.3025848371095188,0.22161003716883718,0.9826975645479642,0.5073043942802853,0.630083850135672,0.4795070866227039,0.26520959823073825,0.34067908751971077,0.4413955082826843,0.2833612327450691,1.0345989645825782,1.3730758477970224,0.5335415936376479,0.7307682190547229,0.151597019223037,0.09923357987474542,0.09923357987474542,0.1382920224783767,0.1903201095645971
mixin,0.0020147182052678153,0.13299554209914774,0.031355628964512314,0.0546325686937442,0.010347291211360604,0.0962929648407161,0.010347291211360604,0.0061247887668171574,0.20331445608558468,0.514483952820954,0.12779347517199896,0.1354192157009616,0.0230238001324813,0.20322970429272386,0.020992509504206405,0.16621125705265455,0.24543238770613476,0.10357701656571451,0.024834183698309073,0.26432706240038006,0.040525757228879994,0.019023047991126328,0.241317408314904,0.04948598193238682,0.14608905198142952,0.034235676861256836,0.0814220515840022,0.06542181922335957,0.05482228596070564,0.05603727706038344,0.04366663503378038,0.06254070293730574,0.14402318251983928,0.2248827464064348,0.049584544701365973,0.0771332284533024,0.00822160188320327,0.0040560758862747265,0.027752366271152767,0.00822160188320327,0.018855319542252877
mode,0.024688614105703492,0.6974724700028236,0.3120021920230746,0.2844224396041206,0.0714171462043995,0.6498050841075019,0.06401865037649909,0.024690384988872723,0.9505862492536459,0.12779347517199896,1.7960160031993953,0.4759443370045481,0.14203826981042017,0.6098203368356477,0.13294316308156012,0.6822676217845974,0.7798406583999375,0.49507057955384304,0.1974827529672155,1.0319117769898358,0.3771334444249072,0.17217674652481102,1.018961306034314,0.13632975192283553,0.6278285528031726,0.36434077869340153,0.3052209847730214,0.43526756121515203,0.18355324396376793,0.19664479538859375,0.3734635362369123,0.2788069125443698,0.6056992535020019,0.873807358135028,0.3557784368756314,0.45940274990164015,0.08544768124843798,0.08978328525196665,0.11251593411963856,0.09455268971958392,0.12770453340474222
phase,0.005986710216515971,0.5378538689562622,0.3906928098139756,0.3046259397735559,0.12704605867630647,0.6035430071618921,0.08948113428188698,0.018247271773916253,0.9167665380308295,0.1354192157009616,0.4759443370045481,1.6214669176926562,0.16215986508525065,0.4877897587405197,0.14310677781812248,0.7393302261386511,0.8574776196088832,0.44323136442864797,0.19466577148123365,1.0124460183950044,0.24376516108711446,0.14868641990940035,0.6681395748442578,0.16267002485609405,0.5504006183933933,0.33483918279244673,0.34761733354430213,0.23731429498628925,0.158722371997068,0.18032870699152703,0.22561122580232362,0.1379190546622488,0.6218001400815009,0.8880530825996023,0.36915454301720985,0.42656051470575984,0.08359774922029266,0.09484307856131792,0.0626601350708676,0.13284935579660623,0.08432724018817474
phaseMixin,0.064581436377627,0.19351161645406093,0.056612069873673974,0.12630490814885004,0.06888639839688548,0.11617075969244062,0.006152001977569044,0.08664844390759285,0.18185325732107765,0.0230238001324813,0.14203826981042017,0.16215986508525065,0.4300167313747346,0.12315640249549792,0.008728673518504787,0.12402509754459054,0.1462405605956808,0.21391628749676017,0.06423292780407255,0.21693770210809862,0.16052882643144975,0.04901440991087439,0.15041743183171846,0.006152001977569044,0.1656129016039979,0.05998867945763169,0.03609862031011517,0.08526832090297454,0.015493261987382115,0.09794085057620695,0.18297783214777566,0.05426841321729844,0.1557903324776934,0.1468410971200657,0.026406278168254707,0.07825520988411272,0.024507746802429536,0.0024132840775838577,0.0024132840775838577,0.041011251101475854,0.0113770741077215
quality,0.028698563877013958,0.6975172897726475,0.192878544113147,0.2298428988205768,0.10385977484943341,0.603334326758926,0.06909195775740914,0.027566119032111924,0.9501055124643191,0.20322970429272386,0.6098203368356477,0.4877897587405197,0.12315640249549792,1.7521217674696028,0.0806434479940612,0.6876098406277288,0.7897919092487827,0.44242638625834757,0.2621790496289492,1.1317419817338878,0.2569508317685083,0.2055234173606762,1.0308067277702857,0.142081349868596,0.5090501910448775,0.2552915642517273,0.20632163726643238,0.23323229132986684,0.1403848459277246,0.17715843744017673,0.25205679194423125,0.2157464641526909,0.5634531479874937,0.7356292462684422,0.25871595023184346,0.4572454197125707,0.11407704204949107,0.03631824547068779,0.05725369341745935,0.04455900275959311,0.14107354936179584
quantity,0.0010423456517636986,0.09357716500484169,0.11595408261213447,0.10338657472151708,0.04146918929246806,0.19359963199799965,0.12851957554706797,0.03961285748077587,0.23527367136414343,0.020992509504206405,0.13294316308156012,0.14310677781812248,0.008728673518504787,0.0806434479940612,0.3664776406488713,0.18724512148687034,0.26327926908084615,0.12479163822738357,0.09637056188473384,0.18640964910513122,0.09383585389112567,0.012253183214478235,0.17008779709677696,0.005347307671023718,0.17140529027555823,0.1082921098724963,0.14138214108856395,0.09479645704956441,0.0805407730460602,0.05391325866386278,0.0692273143507317,0.04423238722843612,0.14555950514758254,0.24908980373979617,0.07666274259279976,0.15195997964456898,0.004250024405079579,0.06548034769282257,0.04897684339377625,0.004250024405079579,0.00988701258162692
relator,0.01731590224765782,0.6613099890027389,0.43053513371610935,0.3281432349208846,0.12926289831572801,0.7358138485070082,0.14907860948792973,0.08290454028931019,1.2840526510530712,0.16621125705265455,0.6822676217845974,0.7393302261386511,0.12402509754459054,0.6876098406277288,0.18724512148687034,2.240137654822707,0.9629142357529812,0.632555131120976,0.23985379620600392,1.3111531587344039,0.36993096759484523,0.1752905002374043,0.8954819718296468,0.18455781340894917,0.7762243488430721,0.4247117624086373,0.6079127844294009,0.31742757027006385,0.17840537326075603,0.24850416082451432,0.3474939629656709,0.20146320230148898,0.8458510723126564,1.5265720938539848,0.4580248139420345,0.5425430285479196,0.10314215826640344,0.10224157438921846,0.07950892552154655,0.11964566256544976,0.16110442794797214
role,0.014598059075790468,0.8580844619181267,0.40921759010549874,0.3653501558595565,0.1479153667112924,0.7357169832855399,0.17213478966218232,0.05966531775020685,1.4124744042537238,0.24543238770613476,0.7798406583999375,0.8574776196088832,0.1462405605956808,0.7897919092487827,0.26327926908084615,0.9629142357529812,2.422939201189936,0.6765015172837983,0.2973397840643848,1.3945883931557228,0.3543666443928828,0.19452486342193673,1.0065191353880754,0.13221261655108585,0.6928851424985205,0.38014420203199206,0.4847336165124758,0.432201707506802,0.2375891044150385,0.22487322412749888,0.309564919547436,0.25012386612113097,0.7230669792094105,1.166771390286992,0.4593507750431636,0.5533059643346605,0.11169815708074303,0.09923357987474547,0.09923357987474547,0.11755870452893351,0.13406182815689063
