Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
role,0.002969922937884881,0.0709238369857675,-0.02873372591825102,-0.12524921782015067,0.47777984732195655,0.2709796148990201,0.09186006363836176,0.22807017543859648,0.11758596020352241,0.14845456215043426,1.0,0.028903665650804,-0.17827606243356586,0.07254762501100116,-0.05990422978731538,-0.015081502985402678,0.00865257827922933,-0.0661583077599287,0.16334576158366848,-0.11020775375559676,-0.260132990857236,-0.23456127296701995,-0.13245323570650439,0.13245323570650439,0.11197161272144852,0.06145392722954335,-0.2738348921550936
roleMixin,0.269113602862547,-0.00508033285399125,-0.09189348958068376,0.23809523809523808,-0.1527299316508856,0.1527299316508856,0.27783364150268985,0.04817277608467333,0.031091493477814258,0.16042358426777892,0.028903665650804,1.0,0.10573610652753619,0.0,0.28511240114923325,0.15585789645272846,0.052269066986453,0.18166067271401726,0.04403677137750769,0.31414190981380696,0.1564625850340136,0.2345074138671859,0.16002645283972775,0.0,0.1844742332194774,0.06927350685729086,0.13237201341727428
situation,0.15572658906664155,-0.2293735609657983,0.22465632818372833,0.528680532637681,-0.20869565217391303,-0.034782608695652174,-0.05182779927418694,-0.07131042497342635,0.21773322112546037,-0.11873795636966936,-0.17827606243356586,0.10573610652753619,1.0,-0.11795356492391772,0.09739695071153479,0.19226441666230637,-0.08792521237459465,0.0904526525575615,0.04708013157828698,0.07466013667894413,0.24671758189758447,0.15890330854706752,0.2153527608232662,0.06729773775727069,-0.12962573755724197,-0.0907137273074124,0.42189453954602285
subkind,0.2701879129339911,0.20402454818026824,0.07688360943088367,0.0,0.3759769881949877,-0.014744195615489715,0.18142618682669215,0.350646854219839,0.10805404053377955,0.1518226232564234,0.07254762501100116,0.0,-0.11795356492391772,1.0,0.04128614119223852,0.05669568338334129,0.24449849970595672,-0.0994832006747614,-0.012281268769726867,-0.15191090506254998,-0.05976143046671968,-0.041451333614483915,-0.03651483716701107,0.1483415259909825,0.17583290528384188,0.16050011285168153,-0.13561270072416207
type,0.25014279024707464,0.07721437444282124,0.1115789079704717,0.28511240114923325,-0.21102672654165872,0.21102672654165872,0.26528454543757574,-0.03328012765961966,0.1883590068967117,-0.06177327212695214,-0.05990422978731538,0.28511240114923325,0.09739695071153479,0.04128614119223852,1.0,0.2590425561331622,0.1772675048221572,0.24187300652626872,-0.1554941669103437,0.41812100500354543,0.39477101697586137,0.7530008693742328,0.5929723110029351,-0.05653337710833068,-0.054849269606414834,0.07362700356183044,0.29487672243674995
characterization,0.33213267956565046,0.14820617457136492,0.0653845316649278,0.15585789645272846,-0.005015593478147123,0.19226441666230637,0.5120540019286403,0.015081502985402678,0.4897554693164895,0.28105970527432356,-0.015081502985402678,0.15585789645272846,0.19226441666230637,0.05669568338334129,0.2590425561331622,1.0,0.2765639949539333,0.09635457914338531,0.05779247883427461,0.34737860056142716,0.1829636175749421,0.25428208447108025,0.2587792058518904,0.13974077116002082,0.38446981674606734,0.1630356391636949,0.2748694070628546
componentOf,0.2680505255264111,0.2904812781479543,0.14921636191802815,-0.13780026750973973,0.18640145023414065,0.10902726334449736,0.17783943929800602,0.15286221626638483,-0.06228881895386963,0.09526126906727049,0.00865257827922933,0.052269066986453,-0.08792521237459465,0.24449849970595672,0.1772675048221572,0.2765639949539333,1.0,-0.0049437994534402,0.019041840611165817,-0.006039347703539431,0.07127600043607227,0.1611678621821505,0.17855645808683032,0.2558583393317385,0.1530894806088411,0.3653018872368247,-0.0671229135379228
creation,-0.025453748449154538,-0.0010571362015205808,-0.00521497332655403,0.4458943784798605,-0.0220019965680555,-0.1148993154109565,0.06157292618430964,-0.04611033571146546,0.058226793073262624,-0.023531283382052934,-0.0661583077599287,0.18166067271401726,0.0904526525575615,-0.0994832006747614,0.24187300652626872,0.09635457914338531,-0.0049437994534402,1.0,0.025453748449154538,0.2140949265844824,0.32698921088523103,0.384192439862543,0.37234281953292986,-0.07567943486441663,0.08114539371287922,0.0942500360755127,0.6706243468993539
derivation,-0.02865761689291101,0.08300066032916878,-0.04721141357036948,-0.03425082218250598,0.30783162955033794,-0.0036215485829451523,0.05918506868570291,0.12770668632904988,-0.09215560510071583,0.3267058695388955,0.16334576158366848,0.04403677137750769,0.04708013157828698,-0.012281268769726867,-0.1554941669103437,0.05779247883427461,0.019041840611165817,0.025453748449154538,1.0,-0.06840748398460673,-0.13211031413252308,-0.14559544112916395,-0.16592595585242376,0.4876877756473265,0.42109297782879396,0.23489478196744012,-0.07411457316509756
externalDependence,0.11815838142795708,0.019370971105651492,-0.017696149535032034,0.26802933589618394,-0.25384446470841004,-0.10452419135052178,0.29570244510600824,-0.13469836570128493,0.19758299278793973,0.0568231457729732,-0.11020775375559676,0.31414190981380696,0.07466013667894413,-0.15191090506254998,0.41812100500354543,0.34737860056142716,-0.006039347703539431,0.2140949265844824,-0.06840748398460673,1.0,0.3717826272108358,0.5499301055405332,0.42527015043934235,-0.23112508176051214,0.08013280734433816,0.11513588775027388,0.3467843097672339
historicalDependence,0.13211031413252308,0.07620499280986875,0.20884883995609943,0.3197278911564626,-0.31720831958260864,0.035245368842512066,0.033882151402767055,-0.028903665650804,0.1937239209002273,0.023669053416557544,-0.260132990857236,0.1564625850340136,0.24671758189758447,-0.05976143046671968,0.39477101697586137,0.1829636175749421,0.07127600043607227,0.32698921088523103,-0.13211031413252308,0.3717826272108358,1.0,0.56479954607449,0.5673665146135802,-0.0545544725589981,0.06304815565728975,0.047958581670432134,0.5105777660380579
instantiation,0.14559544112916395,-0.0010571362015205808,0.05968247251500723,0.28735415502035455,-0.22735396453657353,0.0220019965680555,0.11421542796020795,-0.04611033571146546,0.28118066740507164,-0.08482206800507452,-0.23456127296701995,0.2345074138671859,0.15890330854706752,-0.041451333614483915,0.7530008693742328,0.25428208447108025,0.1611678621821505,0.384192439862543,-0.14559544112916395,0.5499301055405332,0.56479954607449,1.0,0.796147654773663,-0.1816306436745999,-0.027696331985833027,-0.029938246753398155,0.48174774961671946
manifestation,0.10314316174610125,-0.013968605915391563,-0.10463917422401142,0.33460076502852165,-0.2153527608232662,0.13997929453512303,0.14698658892387373,-0.05298129428260175,0.24769447420673832,-0.07472049102642601,-0.13245323570650439,0.16002645283972775,0.2153527608232662,-0.03651483716701107,0.5929723110029351,0.2587792058518904,0.17855645808683032,0.37234281953292986,-0.16592595585242376,0.42527015043934235,0.5673665146135802,0.796147654773663,1.0,-0.125,-0.03638288946190448,0.01465158871516513,0.5075672576839417
material,0.10090091909944686,0.12804555422442268,0.006380437452683624,-0.036369648372665396,0.3566780101135346,0.16151457061744964,0.15009193939409643,0.0993399267798783,-0.07123956116565483,0.23500799597021085,0.13245323570650439,0.0,0.06729773775727069,0.1483415259909825,-0.05653337710833068,0.13974077116002082,0.2558583393317385,-0.07567943486441663,0.4876877756473265,-0.23112508176051214,-0.0545544725589981,-0.1816306436745999,-0.125,1.0,0.32102549525209834,0.250297973884071,-0.11760704751213284
mediation,0.0626240838822309,0.2503722236183232,-0.026627680211246365,-0.1144207269335999,0.22641295493331598,0.16073591457098005,0.2482272714860089,0.16583137580265161,0.10027490600542695,0.6983365267776659,0.11197161272144852,0.1844742332194774,-0.12962573755724197,0.17583290528384188,-0.054849269606414834,0.38446981674606734,0.1530894806088411,0.08114539371287922,0.42109297782879396,0.08013280734433816,0.06304815565728975,-0.027696331985833027,-0.03638288946190448,0.32102549525209834,1.0,0.3300312689000352,0.051267126597692815
memberOf,0.04106552132297904,0.7180234596945275,0.13929048261553892,0.02664365648357341,0.14593077871192428,0.13015447831063517,0.21915023124794336,0.16495527835298476,-0.2063458437424171,0.2110088410034976,0.06145392722954335,0.06927350685729086,-0.0907137273074124,0.16050011285168153,0.07362700356183044,0.1630356391636949,0.3653018872368247,0.0942500360755127,0.23489478196744012,0.11513588775027388,0.047958581670432134,-0.029938246753398155,0.01465158871516513,0.250297973884071,0.3300312689000352,1.0,0.0607630084422252
participation,0.07411457316509756,0.014698794996150087,0.09905074220526602,0.5646071592695985,-0.25393652380258247,-0.08197950768429828,0.026525858863408348,-0.04755216690118391,0.2617277963274151,0.0013427658241846015,-0.2738348921550936,0.13237201341727428,0.42189453954602285,-0.13561270072416207,0.29487672243674995,0.2748694070628546,-0.0671229135379228,0.6706243468993539,-0.07411457316509756,0.3467843097672339,0.5105777660380579,0.48174774961671946,0.5075672576839417,-0.11760704751213284,0.051267126597692815,0.0607630084422252,1.0
