Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.008928571428571428,1,0.008928571428571428,7.861635220125786e-05,0.0008333333333333334
category,526,4.696428571428571,78,0.6964285714285714,0.04135220125786163,0.065
collective,103,0.9196428571428571,30,0.26785714285714285,0.00809748427672956,0.025
datatype,74,0.6607142857142857,23,0.20535714285714285,0.005817610062893081,0.019166666666666665
enumeration,63,0.5625,8,0.07142857142857142,0.004952830188679245,0.006666666666666667
event,362,3.232142857142857,49,0.4375,0.028459119496855347,0.04083333333333333
historicalRole,23,0.20535714285714285,4,0.03571428571428571,0.0018081761006289308,0.0033333333333333335
historicalRoleMixin,9,0.08035714285714286,3,0.026785714285714284,0.0007075471698113207,0.0025
kind,1218,10.875,92,0.8214285714285714,0.09575471698113208,0.07666666666666666
mixin,82,0.7321428571428571,20,0.17857142857142858,0.006446540880503145,0.016666666666666666
mode,420,3.75,51,0.45535714285714285,0.0330188679245283,0.0425
phase,290,2.5892857142857144,36,0.32142857142857145,0.02279874213836478,0.03
phaseMixin,20,0.17857142857142858,8,0.07142857142857142,0.0015723270440251573,0.006666666666666667
quality,162,1.4464285714285714,37,0.33035714285714285,0.012735849056603774,0.030833333333333334
quantity,39,0.3482142857142857,10,0.08928571428571429,0.003066037735849057,0.008333333333333333
relator,1162,10.375,85,0.7589285714285714,0.09135220125786163,0.07083333333333333
role,1758,15.696428571428571,76,0.6785714285714286,0.13820754716981132,0.06333333333333334
roleMixin,519,4.633928571428571,49,0.4375,0.04080188679245283,0.04083333333333333
situation,73,0.6517857142857143,20,0.17857142857142858,0.0057389937106918235,0.016666666666666666
subkind,1594,14.232142857142858,80,0.7142857142857143,0.12531446540880503,0.06666666666666667
type,205,1.8303571428571428,24,0.21428571428571427,0.01611635220125786,0.02
bringsAbout,26,0.23214285714285715,11,0.09821428571428571,0.0020440251572327044,0.009166666666666667
characterization,455,4.0625,61,0.5446428571428571,0.035770440251572326,0.050833333333333335
comparative,28,0.25,5,0.044642857142857144,0.00220125786163522,0.004166666666666667
componentOf,445,3.9732142857142856,38,0.3392857142857143,0.03498427672955975,0.03166666666666667
creation,43,0.38392857142857145,15,0.13392857142857142,0.003380503144654088,0.0125
derivation,176,1.5714285714285714,34,0.30357142857142855,0.013836477987421384,0.028333333333333332
externalDependence,73,0.6517857142857143,21,0.1875,0.0057389937106918235,0.0175
historicalDependence,35,0.3125,14,0.125,0.002751572327044025,0.011666666666666667
instantiation,63,0.5625,15,0.13392857142857142,0.004952830188679245,0.0125
manifestation,34,0.30357142857142855,12,0.10714285714285714,0.002672955974842767,0.01
material,537,4.794642857142857,48,0.42857142857142855,0.04221698113207547,0.04
mediation,1737,15.508928571428571,71,0.6339285714285714,0.13655660377358492,0.059166666666666666
memberOf,170,1.5178571428571428,26,0.23214285714285715,0.013364779874213837,0.021666666666666667
participation,146,1.3035714285714286,25,0.22321428571428573,0.011477987421383647,0.020833333333333332
participational,9,0.08035714285714286,3,0.026785714285714284,0.0007075471698113207,0.0025
subCollectionOf,19,0.16964285714285715,4,0.03571428571428571,0.0014937106918238995,0.0033333333333333335
subQuantityOf,3,0.026785714285714284,2,0.017857142857142856,0.0002358490566037736,0.0016666666666666668
termination,3,0.026785714285714284,2,0.017857142857142856,0.0002358490566037736,0.0016666666666666668
triggers,15,0.13392857142857142,9,0.08035714285714286,0.0011792452830188679,0.0075
