stereotype,total_correlation,rank
category,2.445043189273307,9
collective,2.0760106307916324,13
datatype,1.1923479531052763,15
event,2.594126271366726,3
kind,3.2152749783756827,1
mode,2.5522916779324047,4
phase,2.189870391232902,11
quality,2.4806728237230287,7
relator,2.5103842726793486,5
role,2.482397045222034,6
roleMixin,2.0917589727119146,12
situation,2.468359003154381,8
subkind,2.6459641314891695,2
type,2.298492826944716,10
none,1.600888067138861,14
