stereotype,total_correlation,rank
category,2.490408358295336,7
collective,2.1682344399873736,12
datatype,1.2745784826093687,15
event,2.409696361581613,9
kind,3.2969257633791456,1
mode,2.6110380147563244,4
phase,2.3530808237945786,11
quality,2.666309621967265,3
relator,2.4723147843052646,8
role,2.5694489958954354,6
roleMixin,2.088847099581919,13
situation,2.6082184844891136,5
subkind,2.6789004908255767,2
type,2.4007650294032774,10
none,1.8935933829316656,14
