stereotype,total_correlation,rank
category,1.9059516757857917,9
collective,1.6378355070723432,13
datatype,1.2258062611021,15
event,2.2230103714469287,3
kind,2.520602061753273,1
mixin,1.4198934825334373,14
mode,2.0653305382623914,5
phase,1.8688361517023768,10
quality,2.072009950925247,4
relator,1.731004793926508,12
role,1.9360876613270888,8
roleMixin,1.8501168169510707,11
situation,2.399470787406264,2
subkind,1.9841530347923713,7
type,2.0631678805841247,6
