Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type
abstract,0.054658823618028,0.041199655063466074,0.002714444986431107,0.0022258454898609614,0.0006867684834554119,0.0361195759977912,0.0003864716412483593,0.041199655063466824,0.016623396802188793,0.0016477668690257352,0.020431038670999005,0.0034967915867407384,0.054658823618028,0.02539512177286725,0.0007889676115133276,0.013507227823333419,0.010857772078652551,0.054658823618027874,0.030367443834620103,0.012092392741747282,0.041199655063465214
category,0.041199655063466074,2.087849171545021,0.21584044382608755,0.3224704770982326,0.10916462110461311,0.6309658519473464,0.08892767620706221,0.06430144080848976,0.7933506250490588,0.100197789269069,0.4881108962947865,0.40716549951942654,0.15390588143524134,0.5081018254632397,0.10726280941900132,0.5605237292108913,0.54884105035507,0.49504501229598213,0.30123057026441324,0.8768716728059542,0.42087357093615896
collective,0.002714444986431107,0.21584044382608755,0.8660367985859927,0.1457592028741001,0.0410303118587063,0.16643853488575358,0.0521979604537696,0.032055323697063515,0.2969892478413918,0.02790351372150353,0.13520928534313542,0.21377846469588735,0.0452921261535302,0.09064142626374519,0.05335584329783503,0.2067163927463973,0.22486397245470588,0.09911506676869047,0.057668887315178885,0.39993749732549133,0.09105173685403616
datatype,0.0022258454898609614,0.3224704770982326,0.1457592028741001,0.8622560141936548,0.16952310674514107,0.21164219768516113,0.03683117063944743,0.02364645385912617,0.3407911817437829,0.05323228887146648,0.16770755349204358,0.18037109333899096,0.10630435424336473,0.1822521377085685,0.051514034337941064,0.22992339558462804,0.23122323222200525,0.16917304291452118,0.12459695220340025,0.3847061886237743,0.1400809394659927
enumeration,0.0006867684834554119,0.10916462110461311,0.0410303118587063,0.16952310674514107,0.3671200489866052,0.10072446353966073,0.002789741086674534,0.0020814919532416085,0.1855713026588405,0.03081556131636004,0.09663399919676002,0.09930344365466905,0.058931957386885454,0.10538332849762883,0.07452348112234752,0.13543210165778402,0.16308057606020698,0.10248242352882053,0.06983887780014293,0.18555279568231248,0.07356355547850973
event,0.0361195759977912,0.6309658519473464,0.16643853488575358,0.21164219768516113,0.10072446353966073,1.890692458143855,0.1642237201927047,0.11315230891218038,0.758531357257926,0.10212345572102162,0.47545648316060557,0.39529653375739393,0.09258892714553908,0.42571364555417934,0.16732570288063664,0.4984871092789669,0.5697657481565364,0.6137098900026883,0.48691772695709157,0.7389793838602294,0.4490476708800953
historicalRole,0.0003864716412483593,0.08892767620706221,0.0521979604537696,0.03683117063944743,0.002789741086674534,0.1642237201927047,0.21806039441095246,0.055244339226671296,0.1373053830835801,0.006698881053367939,0.02360941530117666,0.03874020989500202,0.003205155488447159,0.04903837775112714,0.11806090057758174,0.10536226532891593,0.10769170553880365,0.10245589675622555,0.11284065822483963,0.09004822273522708,0.06076292185554382
historicalRoleMixin,0.041199655063466824,0.06430144080848976,0.032055323697063515,0.02364645385912617,0.0020814919532416085,0.11315230891218038,0.055244339226671296,0.15023080415265458,0.06632051315690721,0.004996815230416118,0.01842440679025313,0.010616072202896454,0.07452269010269189,0.020494329115988953,0.03176216730440701,0.06831606570403546,0.0471184170042101,0.08231325999951937,0.020719688183135403,0.06543279284237427,0.11052535158646329
kind,0.016623396802188793,0.7933506250490588,0.2969892478413918,0.3407911817437829,0.1855713026588405,0.758531357257926,0.1373053830835801,0.06632051315690721,2.716766740837475,0.1390928345190437,0.5966599641769637,0.5448170325854171,0.14078329010845264,0.5776174938767198,0.14952168987181394,0.908880996731863,1.0559540495589712,0.5524884076861866,0.3035661603707092,1.2537117211564586,0.33802893280309615
mixin,0.0016477668690257352,0.100197789269069,0.02790351372150353,0.05323228887146648,0.03081556131636004,0.10212345572102162,0.006698881053367939,0.004996815230416118,0.1390928345190437,0.5192138079880402,0.0942247848841795,0.17530933063562926,0.019015333774455724,0.1364595100320684,0.03865797862407508,0.16108071515428218,0.16528869451437622,0.0862776787745577,0.021864875751680696,0.16849450455379944,0.04810251545139306
mode,0.020431038670999005,0.4881108962947865,0.13520928534313542,0.16770755349204358,0.09663399919676002,0.47545648316060557,0.02360941530117666,0.01842440679025313,0.5966599641769637,0.0942247848841795,1.608154270643587,0.28154608549882415,0.11253544690700455,0.34074126186686016,0.0731500534271716,0.4409749817132921,0.5050923469368445,0.39042204967645816,0.10010184851569953,0.6614527886016341,0.301225885127454
phase,0.0034967915867407384,0.40716549951942654,0.21377846469588735,0.18037109333899096,0.09930344365466905,0.39529653375739393,0.03874020989500202,0.010616072202896454,0.5448170325854171,0.17530933063562926,0.28154608549882415,1.290370182048038,0.13868043272266928,0.3308467189261801,0.11684217467922048,0.4348789720572652,0.542533050351326,0.2881843079229345,0.11581045540624532,0.6752741653302031,0.129827726620605
phaseMixin,0.054658823618028,0.15390588143524134,0.0452921261535302,0.10630435424336473,0.058931957386885454,0.09258892714553908,0.003205155488447159,0.07452269010269189,0.14078329010845264,0.019015333774455724,0.11253544690700455,0.13868043272266928,0.3672554299029288,0.10484665631645723,0.00654837579124784,0.09416478176267132,0.11114419020087943,0.17937358393153635,0.04408908104665502,0.14645554827020146,0.1517132571610915
