stereotype1,stereotype2,geometric_mean_correlation
category,collective,0.05046322401884844
category,datatype,0.10199533375000104
category,event,0.10920459101666909
category,kind,0.0495716914655427
category,mode,0.2889729510652341
category,phase,0.07066313135278894
category,quality,0.2199220499979292
category,relator,0.05688950606752826
category,role,0.03604691509565003
category,roleMixin,0.24980917387597845
category,situation,0.17422327052641978
category,subkind,0.23697327543595967
category,type,0.28257953176396605
collective,datatype,0.11992566002143105
collective,event,0.06041285308430488
collective,kind,0.1392231729421129
collective,mode,0.13139598179644613
collective,phase,0.2611880834263865
collective,quality,0.045636061276405494
collective,relator,0.14108073605249227
collective,role,0.04240634214984394
collective,roleMixin,0.06828365659284316
collective,situation,0.2575260232357503
collective,subkind,0.17357475986523332
collective,type,0.019018756469143198
datatype,event,0.06019627009240844
datatype,kind,0.10855789471967704
datatype,mode,0.0120248135162387
datatype,phase,0.012344548482653152
datatype,quality,0.16669761108802883
datatype,relator,0.1363239859975082
datatype,role,0.10156090768902513
datatype,roleMixin,0.08119186290459779
datatype,situation,0.18259371282233963
datatype,subkind,0.06300712042943965
datatype,type,0.07004399961902989
event,kind,0.24299213335382863
event,mode,0.17086958098883506
event,phase,0.01949965333004103
event,quality,0.12298059132637518
event,relator,0.12405443982868267
event,role,0.12474961233240904
event,roleMixin,0.2728852486185675
event,situation,0.500594462940229
event,subkind,0.00253059796582824
event,type,0.32532062470185
kind,mode,0.023446115479553418
kind,phase,0.25177932727228236
kind,quality,0.07551425256952647
kind,relator,0.22352666511736233
kind,role,0.40592671439545003
kind,roleMixin,0.23081263608449387
kind,situation,0.23217405650735573
kind,subkind,0.4521167541796545
kind,type,0.22237296722124558
mode,phase,0.049740379639346875
mode,quality,0.17520069089673804
mode,relator,0.05953911898149345
mode,role,0.08566555454910736
mode,roleMixin,0.2351090797021693
mode,situation,0.07411658797653875
mode,subkind,0.1435038553488453
mode,type,0.2201971408036418
phase,quality,0.11225464213428787
phase,relator,0.1103505821107691
phase,role,0.2676197529386422
phase,roleMixin,0.0025036474353233485
phase,situation,0.06424410880655573
phase,subkind,0.3122990109251251
phase,type,0.06682521228873012
quality,relator,0.1839891462541398
quality,role,0.07015070306895352
quality,roleMixin,0.06540705851600125
quality,situation,0.2201937100661717
quality,subkind,0.19370892536670972
quality,type,0.223888018688092
relator,role,0.22339926408812805
relator,roleMixin,0.12720324743236874
relator,situation,0.14376777814604566
relator,subkind,0.178747883171666
relator,type,0.049627001158384206
role,roleMixin,0.004527940939456862
role,situation,0.20099496501885078
role,subkind,0.05099098802104717
role,type,0.13224499056530178
roleMixin,situation,0.1384216152297319
roleMixin,subkind,0.024301618322285872
roleMixin,type,0.3254623817198614
situation,subkind,0.11089294115468508
situation,type,0.10954952603103246
subkind,type,0.013935526446321702
