Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.009433962264150943,1,0.009433962264150943,0.00025588536335721597,0.0013850415512465374
category,293,2.7641509433962264,72,0.6792452830188679,0.07497441146366428,0.0997229916897507
collective,49,0.46226415094339623,25,0.2358490566037736,0.012538382804503583,0.03462603878116344
datatype,71,0.6698113207547169,21,0.19811320754716982,0.018167860798362332,0.029085872576177285
enumeration,48,0.4528301886792453,7,0.0660377358490566,0.012282497441146366,0.009695290858725761
event,346,3.2641509433962264,47,0.44339622641509435,0.08853633572159672,0.06509695290858726
historicalRole,23,0.2169811320754717,4,0.03773584905660377,0.005885363357215967,0.00554016620498615
historicalRoleMixin,9,0.08490566037735849,3,0.02830188679245283,0.0023029682702149436,0.004155124653739612
kind,678,6.39622641509434,86,0.8113207547169812,0.17349027635619244,0.11911357340720222
mixin,20,0.18867924528301888,16,0.1509433962264151,0.00511770726714432,0.0221606648199446
mode,189,1.7830188679245282,46,0.4339622641509434,0.04836233367451382,0.06371191135734072
phase,177,1.669811320754717,33,0.3113207547169811,0.04529170931422723,0.045706371191135735
phaseMixin,20,0.18867924528301888,8,0.07547169811320754,0.00511770726714432,0.0110803324099723
quality,162,1.528301886792453,37,0.3490566037735849,0.041453428863868984,0.05124653739612189
quantity,16,0.1509433962264151,8,0.07547169811320754,0.0040941658137154556,0.0110803324099723
relator,313,2.952830188679245,79,0.7452830188679245,0.0800921187308086,0.10941828254847645
role,413,3.8962264150943398,71,0.6698113207547169,0.1056806550665302,0.09833795013850416
roleMixin,234,2.207547169811321,44,0.41509433962264153,0.059877175025588536,0.060941828254847646
situation,71,0.6698113207547169,19,0.1792452830188679,0.018167860798362332,0.02631578947368421
subkind,685,6.462264150943396,75,0.7075471698113207,0.17528147389969292,0.1038781163434903
type,90,0.8490566037735849,20,0.18867924528301888,0.02302968270214944,0.027700831024930747
