Stereotype,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR
abstract,0.009708737864077669,0.0,0,0.0985329278164293,0.009708737864077669,10.14889156509222,103.00000000000004,0.0,0.0,0.0
category,2.8155339805825244,1.0,0,3.6988275111401627,13.68132495716733,1.9010116111662894,3.4508250275618257,0.0,4.0,4.0
collective,0.47572815533980584,0.0,0,1.083247298491762,1.1734247096897008,3.013252978788899,10.06614646808986,0.0,0.0,0.0
datatype,0.6893203883495146,0.0,0,1.915003333911972,3.6672377688939677,4.051352985642385,19.748037210392905,0.0,0.0,0.0
enumeration,0.46601941747572817,0.0,0,2.3838325295689353,5.682657529031029,6.745241038435443,49.6951431558343,0.0,0.0,0.0
event,3.3592233009708736,0.0,0,5.68771357096453,32.35008566533409,2.0705022244155424,3.6988490277770394,0.0,4.0,4.0
historicalRole,0.22330097087378642,0.0,0,1.7088698182094748,2.9202360555872837,9.513232086102706,93.5866326215667,0.0,0.0,0.0
historicalRoleMixin,0.08737864077669903,0.0,0,0.5619782306247935,0.3158195316961735,6.787302325012023,45.8447491767414,0.0,0.0,0.0
kind,6.533980582524272,5.0,0,6.0029658257815885,36.03559870550163,1.2781870400386766,2.1176042098268395,1.5,10.0,8.5
mixin,0.1941747572815534,0.0,0,0.48624718210150697,0.2364363221016561,2.539157642204695,5.785820795059983,0.0,0.0,0.0
mode,1.8349514563106797,0.0,0,3.5399598075115026,12.531315438796874,3.5331801803147296,15.850701844066354,0.0,2.0,2.0
phase,1.5145631067961165,0.0,0,3.259568351279778,10.624785836664769,2.815913892136761,8.35588077846157,0.0,1.5,1.5
phaseMixin,0.1941747572815534,0.0,0,0.8408475232738538,0.7070245573957741,6.075126523015045,43.73162120072523,0.0,0.0,0.0
quality,1.5728155339805825,0.0,0,3.0537727927205474,9.325528269560252,2.917838861290781,10.705347793038632,0.0,2.0,2.0
quantity,0.1553398058252427,0.0,0,0.7106649958603132,0.505044736341139,6.451680065935351,47.726363809809385,0.0,0.0,0.0
relator,3.0097087378640777,2.0,0,3.6715523928112748,13.480296973158199,2.101065379217084,5.290090330588081,0.5,4.0,3.5
role,3.9029126213592233,2.0,0,4.540697370441811,20.617932609937178,1.6246215989682344,3.061545124144768,0.0,6.0,6.0
roleMixin,2.2524271844660193,0.0,0,5.560220137061759,30.916047972587094,4.563528588362099,24.201287204203343,0.0,2.0,2.0
situation,0.6893203883495146,0.0,0,1.820520967312208,3.3142965924233776,3.665620814532079,16.591747984049118,0.0,0.0,0.0
subkind,6.611650485436893,2.0,0,9.10422548924371,82.88692175899486,1.5828961329248814,1.4432760479624234,0.0,10.0,10.0
type,0.8737864077669902,0.0,0,2.6923261014008,7.248619836284032,4.489452367901981,23.522528539426723,0.0,0.0,0.0
