Stereotype,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,25th Percentile (Q1),75th Percentile (Q3),Interquartile Range (IQR)
bringsAbout,0.32608695652173914,0.0,0,0.9151796275033819,0.8375537505972289,2.8174107986172157,6.964571274194631,0.0,0.0,0.0
characterization,4.3478260869565215,2.0,0,6.158055177880228,37.92164357381749,1.8960911093251227,3.298988990138118,0.0,6.0,6.0
comparative,0.2391304347826087,0.0,0,1.2870407766740672,1.6564739608217864,6.115200538606586,37.87125542290859,0.0,0.0,0.0
componentOf,2.532608695652174,0.0,0,5.684857632934774,32.31760630673676,3.287650067356557,11.773099653276356,0.0,2.25,2.25
creation,0.6521739130434783,0.0,0,1.7939751588360366,3.218346870520783,3.831819190117322,16.805645547429265,0.0,0.0,0.0
derivation,1.1521739130434783,0.0,0,3.5516124881700115,12.613951266125179,6.377285580780529,48.87308900649171,0.0,1.0,1.0
externalDependence,0.75,0.0,0,1.8788879104991283,3.53021978021978,3.2675177569608347,12.032126411653408,0.0,0.0,0.0
historicalDependence,0.4782608695652174,0.0,0,1.3463688313758362,1.8127090301003346,3.4854287559648456,12.652549205282138,0.0,0.0,0.0
instantiation,0.75,0.0,0,1.9702457034258778,3.881868131868132,3.0628584128980574,9.402019262921948,0.0,0.0,0.0
manifestation,0.3695652173913043,0.0,0,1.2900071667263895,1.6641184902054467,5.334555995574857,34.9750355383606,0.0,0.0,0.0
material,3.532608695652174,0.0,0,7.8913655512072625,62.273650262780706,3.6361077818465795,16.25659949517897,0.0,3.0,3.0
mediation,6.967391304347826,2.0,0,10.69296892021644,114.33958432871474,2.673421805387151,8.756252337354026,0.0,10.25,10.25
memberOf,0.7934782608695652,0.0,0,2.2944655988132836,5.264572384137601,4.516418992917196,24.024005368426923,0.0,0.0,0.0
participation,2.25,0.0,0,6.621020471793762,43.83791208791209,5.444142235540772,35.26100406829923,0.0,1.25,1.25
participational,0.18478260869565216,0.0,0,1.1087003363119243,1.2292164357381743,6.547968649233911,42.64598366109573,0.0,0.0,0.0
subCollectionOf,0.08695652173913043,0.0,0,0.604964333033538,0.36598184424271346,7.267976970945364,54.26941011255111,0.0,0.0,0.0
subQuantityOf,0.11956521739130435,0.0,0,1.0466313446119069,1.095437171524128,9.455594556059516,90.12821823509819,0.0,0.0,0.0
termination,0.05434782608695652,0.0,0,0.3097013958809466,0.09591495461060678,5.884965352001334,34.48900785607314,0.0,0.0,0.0
triggers,0.17391304347826086,0.0,0,0.54689323650571,0.2990922121356904,3.386736295045744,11.420173204678404,0.0,0.0,0.0
other,1.7717391304347827,0.0,0,6.175284414626496,38.13413760152891,5.006304473744086,27.122858757753562,0.0,0.0,0.0
none,18.152173913043477,12.0,0,22.768271147505796,518.3941710463449,2.9747994231181702,13.234921169646926,4.0,25.25,21.25
