Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.005693015108386249,0.07482993197278912,0.0750461800498637,15,Q3
characterization,0.07422815852857456,0.4489795918367347,0.455074162532245,4,Q1
comparative,0.003065469673746442,0.034013605442176874,0.0341514635044641,18,Q3
componentOf,0.0645938252682286,0.35374149659863946,0.35959061261193637,5,Q1
creation,0.007444712064812787,0.09523809523809523,0.09552862671633287,13,Q3
derivation,0.032844317932997594,0.35374149659863946,0.3552629950280905,6,Q1
externalDependence,0.015546310488285527,0.1360544217687075,0.13693974387523705,10,Q1
historicalDependence,0.0076636741843661045,0.09523809523809523,0.09554594018891968,12,Q3
instantiation,0.013794613531858988,0.10204081632653061,0.10296902232748499,11,Q1
manifestation,0.007444712064812787,0.08163265306122448,0.08197142052900029,14,Q3
material,0.08692796146266696,0.47619047619047616,0.48405974848004807,3,Q1
mediation,0.20341580906503176,0.7006802721088435,0.7296100568797722,2,Q1
memberOf,0.021458287716225093,0.2585034013605442,0.25939249531681313,8,Q1
participation,0.025399605868184804,0.16326530612244897,0.16522923519013244,9,Q1
participational,0.0004379242391066346,0.013605442176870748,0.01361248818061454,20,Q3
subCollectionOf,0.004598204510619663,0.047619047619047616,0.047840539094648665,17,Q3
subQuantityOf,0.0,0.0,0.0,21,Q3
termination,0.0006568863586599519,0.013605442176870748,0.013621290559868656,19,Q3
triggers,0.003284431793299759,0.061224489795918366,0.061312524356572945,16,Q3
none,0.3590978760674403,0.6870748299319728,0.7752568003714615,1,Q1
other,0.062404204072695424,0.32653061224489793,0.33244025842092967,7,Q1
