year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.0002189621195533173,0.0,0.0008758484782132691,0.0,0.0004379242391066346,0.0,0.0,0.0,0.0,0.0004379242391066346,0.0013137727173199037,0.0002189621195533173,0.0,0.0,0.0,0.0,0.0,0.0,0.0008758484782132691,0.0010948105977665863
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004379242391066345,0.0
2011,0.0,0.0,0.0,0.0004379242391066346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010948105977665863
2012,0.0,0.0,0.0,0.0,0.0,0.0004379242391066346,0.0,0.0,0.0,0.0,0.0017516969564265383,0.0037223560324063936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006130939347492884,0.0010948105977665863
2013,0.0,0.0028465075541931244,0.0,0.02496168162907817,0.0,0.014232537770965623,0.0,0.0,0.0,0.0,0.02167724983577841,0.08298664331070725,0.01204291657543245,0.0,0.0,0.004598204510619663,0.0,0.0,0.0,0.01051018173855923,0.0177359316838187
2014,0.0,0.0,0.0,0.0006568863586599519,0.0,0.0010948105977665863,0.0,0.0,0.0,0.0,0.0010948105977665863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028465075541931244,0.0
2015,0.0,0.0021896211955331727,0.0,0.0019706590759798557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003941318151959711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004379242391066345,0.0019706590759798557
2016,0.0,0.003065469673746442,0.0,0.0,0.0,0.0,0.0013137727173199037,0.0,0.0,0.0,0.0,0.003065469673746442,0.0002189621195533173,0.0008758484782132691,0.0,0.0,0.0,0.0,0.0,0.005911977227939566,0.007444712064812787
2017,0.0,0.0006568863586599519,0.0,0.0004379242391066346,0.0,0.0008758484782132691,0.0,0.0,0.0,0.0,0.003941318151959711,0.00240858331508649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04992336325815634,0.004379242391066345
2018,0.0006568863586599519,0.003941318151959711,0.0,0.0021896211955331727,0.0,0.0013137727173199037,0.0004379242391066346,0.0010948105977665863,0.0004379242391066346,0.0006568863586599519,0.003065469673746442,0.0035033939128530766,0.0008758484782132691,0.00240858331508649,0.0,0.0,0.0,0.0,0.0004379242391066346,0.03897525728049048,0.0004379242391066346
2019,0.0,0.004160280271513028,0.0,0.0026275454346398074,0.0,0.0013137727173199037,0.0,0.0004379242391066346,0.0010948105977665863,0.0002189621195533173,0.00240858331508649,0.012480840814539085,0.0017516969564265383,0.0017516969564265383,0.0,0.0,0.0,0.0,0.0,0.019049704401138602,0.017298007444712066
2020,0.0,0.00722574994525947,0.0,0.0026275454346398074,0.0008758484782132691,0.0019706590759798557,0.0021896211955331727,0.0,0.0008758484782132691,0.0006568863586599519,0.0013137727173199037,0.008539522662579374,0.0,0.00240858331508649,0.0,0.0,0.0,0.0,0.0004379242391066346,0.0748850448872345,0.0026275454346398074
2021,0.0013137727173199037,0.014013575651412306,0.0002189621195533173,0.010291219619005912,0.001532734836873221,0.0017516969564265383,0.003284431793299759,0.0021896211955331727,0.0026275454346398074,0.0019706590759798557,0.025399605868184804,0.02102036347711846,0.0021896211955331727,0.006130939347492884,0.0002189621195533173,0.0,0.0,0.0,0.0006568863586599519,0.05014232537770966,0.0017516969564265383
2022,0.001532734836873221,0.010072257499452595,0.0,0.0035033939128530766,0.003065469673746442,0.006130939347492884,0.0037223560324063936,0.0026275454346398074,0.006787825706152836,0.0010948105977665863,0.012480840814539085,0.02890299978103788,0.0006568863586599519,0.006349901467046201,0.0002189621195533173,0.0,0.0,0.0002189621195533173,0.0008758484782132691,0.038756295160937156,0.0004379242391066346
2023,0.0010948105977665863,0.012480840814539085,0.0019706590759798557,0.011604992336325816,0.0017516969564265383,0.0021896211955331727,0.0035033939128530766,0.0,0.0010948105977665863,0.0004379242391066346,0.005911977227939566,0.02167724983577841,0.003284431793299759,0.001532734836873221,0.0,0.0,0.0,0.0004379242391066346,0.0004379242391066346,0.04160280271513028,0.0028465075541931244
2024,0.0010948105977665863,0.013356689292752353,0.0008758484782132691,0.00240858331508649,0.0002189621195533173,0.0010948105977665863,0.0010948105977665863,0.0013137727173199037,0.0008758484782132691,0.00240858331508649,0.007444712064812787,0.009853295379899277,0.0002189621195533173,0.003941318151959711,0.0,0.0,0.0,0.0,0.0004379242391066346,0.010729143858112546,0.0021896211955331727
