Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
bringsAbout,1.0,0.31132196172749665,0.2296809949812545,0.0011864680718695032,0.17117008651249907,-0.07545166802470765,0.2675290927358011,0.4559761890609816,0.34388940367127185,0.4037251295903388,0.06864586354560775,-0.1681231940183695,-0.11488907248907727,0.5743424426036182,0.17568719783124562,-0.06397463260278502,,0.19865051396757405,0.6904104392431617,0.116814618333364,-0.13004870710658112
characterization,0.31132196172749665,1.0,0.03289540298788816,0.12666699656905084,0.15612469323351783,-0.12203695884436545,0.43630051350870946,0.28383910460302625,0.3493966500553546,0.37541368548384746,-0.05702210257772118,0.06885070641525565,-0.0029472994797702552,0.34893080413623884,0.015312613686418309,-0.13846767458950707,,-0.1010608468951156,0.3396233853100004,0.14515815584284425,0.020035733506725602
comparative,0.2296809949812545,0.03289540298788816,1.0,0.2253204563972407,0.19264500944363647,0.019804047382294927,-0.07475277130240941,0.18793572066263767,-0.0635899433798335,0.07493762210675002,0.21209638972319333,0.14623256692844186,0.10904829538158986,0.19934208126087613,-0.022189202777936887,-0.04223617134055362,,0.31292110959631053,-0.04823117049551039,-0.06731438312038045,-0.12853998164209116
componentOf,0.0011864680718695032,0.12666699656905084,0.2253204563972407,1.0,-0.0077690297782659215,-0.06232182569577596,-0.042722228406336854,0.017344079883673966,0.09434379448715763,0.09829563803559312,0.1179150492694967,0.13815438550983106,0.24492358479911908,-0.07363247177273043,-0.08494942609429398,0.09337829550197166,,0.06390636309613706,-0.13592745760252084,-0.2184711715330593,0.0831368242295999
creation,0.17117008651249907,0.15612469323351783,0.19264500944363647,-0.0077690297782659215,1.0,-0.00841479934973745,0.2652105785599538,0.3641039473563211,0.4175125744487591,0.4188917882297529,-0.057888667561607245,0.025103401367792523,0.06230629410948333,0.6574276560485893,0.1491811322340128,-0.07294378190917501,,0.3559676758312855,0.009133012086206914,0.11142938221413279,-0.04176196742573236
derivation,-0.07545166802470765,-0.12203695884436545,0.019804047382294927,-0.06232182569577596,-0.00841479934973745,1.0,-0.13647777817442436,-0.14090976287732584,-0.17096777750861747,-0.1771751713646735,0.5400232616504423,0.3759483198761665,0.11901529124697312,-0.12621387394232936,-0.08521372744012103,0.19812374952830805,,0.012957970063745562,-0.0007048071554507626,-0.09345296807166899,0.17103626496553587
externalDependence,0.2675290927358011,0.43630051350870946,-0.07475277130240941,-0.042722228406336854,0.2652105785599538,-0.13647777817442436,1.0,0.40603321429386163,0.5650591376581517,0.46867399693384154,-0.2615372430128268,-0.0035873907305806153,0.038147397997005755,0.41479279486725734,0.2596845342106436,-0.08906271834771101,,0.105395187164742,0.3134411179722192,0.11899002593586902,0.012906597021586806
historicalDependence,0.4559761890609816,0.28383910460302625,0.18793572066263767,0.017344079883673966,0.3641039473563211,-0.14090976287732584,0.40603321429386163,1.0,0.5943335444650789,0.5861895505130393,-0.04798481789640444,-0.0033263898159782133,0.008758037927291424,0.5864813840174827,0.3517377001861322,-0.07294351238340009,,0.14925202487192993,0.4138457220293547,0.020903601472534693,-0.06871681553538478
instantiation,0.34388940367127185,0.3493966500553546,-0.0635899433798335,0.09434379448715763,0.4175125744487591,-0.17096777750861747,0.5650591376581517,0.5943335444650789,1.0,0.8034281044899411,-0.161493781692486,-0.0025402820554274166,-0.0442132570415671,0.5448221548554093,0.13798323649684768,-0.07576298668678864,,0.13676227104117178,0.3047269343091763,0.0813540944957797,0.0381702135312763
manifestation,0.4037251295903388,0.37541368548384746,0.07493762210675002,0.09829563803559312,0.4188917882297529,-0.1771751713646735,0.46867399693384154,0.5861895505130393,0.8034281044899411,1.0,-0.12123696269006261,-0.010862836467162323,-0.016619938198032095,0.5871994359770152,-0.03522753928161683,-0.06705407129290256,,-0.03522670151804564,0.3619334708117498,0.09414203028398917,0.09792421366553995
material,0.06864586354560775,-0.05702210257772118,0.21209638972319333,0.1179150492694967,-0.057888667561607245,0.5400232616504423,-0.2615372430128268,-0.04798481789640444,-0.161493781692486,-0.12123696269006261,1.0,0.3407205214175918,0.12029910027263044,-0.1121478910732933,-0.10573753057699237,0.1626507573662297,,0.05015171134685449,-0.10262843642089256,-0.24647420959015584,0.02677061485259839
mediation,-0.1681231940183695,0.06885070641525565,0.14623256692844186,0.13815438550983106,0.025103401367792523,0.3759483198761665,-0.0035873907305806153,-0.0033263898159782133,-0.0025402820554274166,-0.010862836467162323,0.3407205214175918,1.0,0.22962196575766114,-0.09849095651990235,-0.1151101541395027,0.08072994248433585,,0.012449043285357132,-0.17208236576848007,-0.3823934507137083,0.141899222580888
memberOf,-0.11488907248907727,-0.0029472994797702552,0.10904829538158986,0.24492358479911908,0.06230629410948333,0.11901529124697312,0.038147397997005755,0.008758037927291424,-0.0442132570415671,-0.016619938198032095,0.12029910027263044,0.22962196575766114,1.0,0.024818469609083123,-0.06898273949651182,0.16089636847224056,,0.04616561292841187,-0.14994311887635065,-0.3333034887200554,0.22082541807443387
participation,0.5743424426036182,0.34893080413623884,0.19934208126087613,-0.07363247177273043,0.6574276560485893,-0.12621387394232936,0.41479279486725734,0.5864813840174827,0.5448221548554093,0.5871994359770152,-0.1121478910732933,-0.09849095651990235,0.024818469609083123,1.0,0.2231523731450277,-0.09897337290034103,,0.23187232725021892,0.43447175204126687,0.12157876215239517,0.022482719945323717
participational,0.17568719783124562,0.015312613686418309,-0.022189202777936887,-0.08494942609429398,0.1491811322340128,-0.08521372744012103,0.2596845342106436,0.3517377001861322,0.13798323649684768,-0.03522753928161683,-0.10573753057699237,-0.1151101541395027,-0.06898273949651182,0.2231523731450277,1.0,-0.02643688900009975,,0.4895716903094352,0.2062938174824837,-0.019182828728171824,-0.08045703762651421
subCollectionOf,-0.06397463260278502,-0.13846767458950707,-0.04223617134055362,0.09337829550197166,-0.07294378190917501,0.19812374952830805,-0.08906271834771101,-0.07294351238340009,-0.07576298668678864,-0.06705407129290256,0.1626507573662297,0.08072994248433585,0.16089636847224056,-0.09897337290034103,-0.02643688900009975,1.0,,-0.026436260291339747,-0.057464078970990824,-0.22304647079769943,0.11032686918513442
subQuantityOf,,,,,,,,,,,,,,,,,,,,,
termination,0.19865051396757405,-0.1010608468951156,0.31292110959631053,0.06390636309613706,0.3559676758312855,0.012957970063745562,0.105395187164742,0.14925202487192993,0.13676227104117178,-0.03522670151804564,0.05015171134685449,0.012449043285357132,0.04616561292841187,0.23187232725021892,0.4895716903094352,-0.026436260291339747,,1.0,-0.030188621196141435,-0.02599985196283217,-0.08045512423782616
triggers,0.6904104392431617,0.3396233853100004,-0.04823117049551039,-0.13592745760252084,0.009133012086206914,-0.0007048071554507626,0.3134411179722192,0.4138457220293547,0.3047269343091763,0.3619334708117498,-0.10262843642089256,-0.17208236576848007,-0.14994311887635065,0.43447175204126687,0.2062938174824837,-0.057464078970990824,,-0.030188621196141435,1.0,0.1827811709309423,0.00032718662769228913
none,0.116814618333364,0.14515815584284425,-0.06731438312038045,-0.2184711715330593,0.11142938221413279,-0.09345296807166899,0.11899002593586902,0.020903601472534693,0.0813540944957797,0.09414203028398917,-0.24647420959015584,-0.3823934507137083,-0.3333034887200554,0.12157876215239517,-0.019182828728171824,-0.22304647079769943,,-0.02599985196283217,0.1827811709309423,1.0,-0.17843344582916676
other,-0.13004870710658112,0.020035733506725602,-0.12853998164209116,0.0831368242295999,-0.04176196742573236,0.17103626496553587,0.012906597021586806,-0.06871681553538478,0.0381702135312763,0.09792421366553995,0.02677061485259839,0.141899222580888,0.22082541807443387,0.022482719945323717,-0.08045703762651421,0.11032686918513442,,-0.08045512423782616,0.00032718662769228913,-0.17843344582916676,1.0
