Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
bringsAbout,0.014908256880733946,0.10576923076923077,0.10681472885672998,13,Q3
characterization,0.17545871559633028,0.5288461538461539,0.557192978524123,2,Q1
comparative,0.007454128440366973,0.038461538461538464,0.039177212402541996,15,Q3
componentOf,0.09059633027522936,0.3076923076923077,0.32075263252599534,4,Q1
creation,0.0194954128440367,0.1346153846153846,0.13601975186386484,11,Q2
derivation,0.04472477064220184,0.28846153846153844,0.29190814356676514,5,Q1
externalDependence,0.040711009174311925,0.19230769230769232,0.19656966904561082,7,Q1
historicalDependence,0.020068807339449542,0.1346153846153846,0.13610311827131616,10,Q1
instantiation,0.03612385321100917,0.14423076923076922,0.14868573423065826,9,Q1
manifestation,0.0194954128440367,0.11538461538461539,0.1170200008093277,12,Q3
material,0.15711009174311927,0.3942307692307692,0.4243836475829569,3,Q1
mediation,0.26548165137614677,0.6153846153846154,0.6702079767277297,1,Q1
memberOf,0.026376146788990827,0.19230769230769232,0.19410808751864114,8,Q1
participation,0.06651376146788991,0.23076923076923078,0.24016352415475137,6,Q1
participational,0.0011467889908256881,0.019230769230769232,0.01926493213578962,18,Q3
subCollectionOf,0.0040137614678899085,0.019230769230769232,0.019645171577978605,16,Q3
subQuantityOf,0.0,0.0,0.0,19,Q3
termination,0.0017201834862385322,0.019230769230769232,0.01930755076216112,17,Q3
triggers,0.008600917431192661,0.08653846153846154,0.08696482683304774,14,Q3
