Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,37,Q3
category,0.037813598351714946,0.6923076923076923,0.6933396058561109,4,Q1
collective,0.008483820143012967,0.3076923076923077,0.30780924517830316,14,Q1
datatype,0.0012119743061447098,0.15384615384615385,0.15385092763767527,20,Q2
enumeration,0.0030299357653617745,0.10256410256410256,0.10260884779356003,22,Q4
event,0.01866440431462853,0.41025641025641024,0.41068075453434133,11,Q1
historicalRole,0.0,0.0,0.0,37,Q3
historicalRoleMixin,0.0,0.0,0.0,37,Q3
kind,0.08580778087504545,0.7435897435897436,0.748524336298133,1,Q1
mixin,0.008241425281784027,0.23076923076923078,0.23091634623927715,17,Q1
mode,0.03587443946188341,0.4358974358974359,0.43737118106782436,9,Q1
phase,0.016604047994182525,0.23076923076923078,0.23136579755792688,16,Q1
phaseMixin,0.0,0.0,0.0,37,Q3
quality,0.0015755665979881226,0.10256410256410256,0.10257620359949204,24,Q3
quantity,0.003999515210277542,0.1282051282051282,0.12826749790968325,21,Q4
relator,0.11331959762453037,0.717948717948718,0.726836771778914,2,Q1
role,0.17513028723791055,0.6666666666666666,0.6892859072637982,5,Q1
roleMixin,0.04144952127014907,0.48717948717948717,0.4889395827113946,7,Q1
situation,0.0020603563204460067,0.15384615384615385,0.1538599496991392,19,Q2
subkind,0.12834807902072476,0.6923076923076923,0.7041045165433272,3,Q1
type,0.016846442855411464,0.20512820512820512,0.20581881152120096,18,Q1
bringsAbout,0.0003635922918434129,0.02564102564102564,0.025643603398867763,30,Q3
characterization,0.021330747788146892,0.38461538461538464,0.3852064315195708,12,Q1
comparative,0.0018179614592170646,0.02564102564102564,0.025705392037293127,28,Q3
componentOf,0.03975275724154648,0.41025641025641024,0.4121778789124682,10,Q1
creation,0.0,0.0,0.0,37,Q3
derivation,0.014422494243122046,0.2564102564102564,0.2568155523572634,15,Q1
externalDependence,0.0012119743061447098,0.07692307692307693,0.07693262406178776,25,Q3
historicalDependence,0.0006059871530723549,0.02564102564102564,0.025648185439781566,29,Q3
instantiation,0.00024239486122894195,0.02564102564102564,0.025642171343169914,32,Q3
manifestation,0.0003635922918434129,0.02564102564102564,0.025643603398867763,30,Q3
material,0.037813598351714946,0.48717948717948717,0.4886447799258403,8,Q1
mediation,0.16264695188462006,0.5384615384615384,0.5624898748952951,6,Q1
memberOf,0.01624045570233911,0.3076923076923077,0.3081206072537788,13,Q1
participation,0.0018179614592170646,0.05128205128205128,0.05131426475710371,26,Q3
participational,0.0,0.0,0.0,37,Q3
subCollectionOf,0.0023027511816749485,0.10256410256410256,0.10258994978936511,23,Q3
subQuantityOf,0.0003635922918434129,0.05128205128205128,0.05128334020956148,27,Q3
termination,0.0,0.0,0.0,37,Q3
triggers,0.00024239486122894195,0.02564102564102564,0.025642171343169914,32,Q3
