stereotype1,stereotype2,geometric_mean_correlation
characterization,componentOf,0.3450862023474598
characterization,derivation,0.24095724442478184
characterization,material,0.07830535751870923
characterization,mediation,0.6457895968397387
characterization,memberOf,0.389672239576687
componentOf,derivation,0.3865264849829253
componentOf,material,0.35956039782783245
componentOf,mediation,0.33270660662338447
componentOf,memberOf,0.5138713216034617
derivation,material,0.6479556548417859
derivation,mediation,0.4692070559346614
derivation,memberOf,0.3530382664702811
material,mediation,0.34331543976258505
material,memberOf,0.24822848293110322
mediation,memberOf,0.4305326786135315
