Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none_c,other_c,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,triggers,none_r,other_r
role,-0.013259830519145194,0.11310881132078437,0.0014796558720615843,-0.04519543489093957,0.48307099010728327,0.2106738678393102,0.17593174942506867,0.25027452810569045,0.21276052476471188,0.18273750019960563,1.0,0.08201085274010554,-0.16938819233494903,0.04075665505663174,-0.1642997268280734,0.10360637006894942,0.06003864690247858,-0.2855451805874857,0.05268747958778614,0.040480880943180655,-0.036852275176390295,0.20572250971124598,-0.017321162952452365,-0.23763683293592366,-0.2117495680460266,-0.13064158588969932,0.08201085274010554,0.21679294034155633,0.17019925335887975,-0.21679294034155633,-0.19334479510967678,-0.16231962846663242,-0.07982796838956308
roleMixin,0.22173785320687622,-0.038092002968223196,-0.024743582965269677,0.2158531772917461,-0.1336428241086924,0.10190493307301361,0.22988230493451758,-0.02476105464765665,0.055297944626863875,0.08179128813519698,0.08201085274010554,1.0,0.16958922195021908,-0.06423377887317995,0.2610559004316569,0.23299420132800372,-0.14086221491998338,0.16991778562603113,0.1346075680059646,0.09062892216377204,0.3202571018956665,0.03945748992164225,0.3477242350489118,0.23299420132800372,0.2630405305610513,0.16991778562603113,0.011904761904761904,0.12423233664947203,0.11544164745084598,0.18823081310526066,0.17300527067353666,0.016253856986192323,-0.0006996463481869454
situation,0.23048786045327593,-0.2907899990188998,0.17465452092823786,0.5236839056800987,-0.21091616786862433,-0.1162511454070301,-0.02565442337370387,-0.050379423507584474,0.17364549743062668,-0.1014407571047846,-0.16938819233494903,0.16958922195021908,1.0,-0.08677495997061173,0.0567542870927126,0.10490196078431373,0.1383144808090745,0.8322214804921779,0.15783285388956775,-0.01582464699710792,0.13273180045876334,0.1155199230788878,0.04220180093389361,0.18627450980392157,0.08798129473693793,0.18580345887993813,0.16958922195021908,-0.14172180871504295,-0.10685136832198595,0.47589539176471807,0.6418277223508807,0.07764496289669137,-0.03232478369404617
subkind,0.17896543270491386,0.236490787196021,0.06870556374879508,-0.03560332835420208,0.46568144156334845,-0.054203311900181246,0.1315661482741467,0.34712424448199464,0.17307328965180538,0.19050179039438633,0.04075665505663174,-0.06423377887317995,-0.08677495997061173,1.0,-0.09722609052471012,-0.15879817674621946,0.11383170963729061,-0.017725741933841667,0.023630606197808563,0.19398957791058244,-0.09722609052471012,-0.03851778622773298,-0.14464356205954856,-0.08677495997061173,-0.06686890422256822,-0.09946110751766712,0.04800629789469238,0.0691337868912586,0.3171031937459334,-0.12828950144769635,-0.06443304319091922,-0.04513212208983994,0.05324790471422942
type,0.2066603112208727,0.06610690305098399,0.04529856935151174,0.2926694173112402,-0.3440905607754336,0.014537095115739508,0.24023975404261572,-0.05644709478621483,0.19455926984139424,-0.11365822855470217,-0.1642997268280734,0.2610559004316569,0.0567542870927126,-0.09722609052471012,1.0,0.0567542870927126,-0.18352066281439175,0.13920321851237027,0.27420799243375715,0.2275421759009876,0.2905982905982906,-0.20168511045769355,0.5482997274238949,0.4366418539229663,0.9286306543538386,0.6565405529837165,-0.15335250981641046,-0.0714257449809345,0.06120165153202497,0.3210399274406214,0.09855739299291409,0.10495844149439328,0.13078709094514923
none_c,0.09236156140907446,-0.08091547798786777,0.1014407571047846,-0.04326084438226902,0.07764496289669137,0.1422000617925279,0.16222650074548037,-0.050379423507584474,0.29897224775012243,-0.17465452092823786,0.10360637006894942,0.23299420132800372,0.10490196078431373,-0.15879817674621946,0.0567542870927126,1.0,0.03761183250071324,0.09345802722104672,0.15783285388956775,-0.01582464699710792,0.13273180045876334,-0.08149693203510577,-0.03232478369404617,-0.05784313725490196,0.008606865789483059,0.0011125955621553182,0.042779263194649864,-0.008052375495172895,-0.03232478369404617,0.07488709210510791,-0.06309081580764801,0.07764496289669137,-0.10685136832198595
other_c,0.05148743575656637,-0.042766843652056415,0.07532284297296986,0.07701883762468527,0.12907554420784328,-0.15028929631504895,-0.1895581012174151,0.12181661552197628,-0.103710240350162,-0.07532284297296986,0.06003864690247858,-0.14086221491998338,0.1383144808090745,0.11383170963729061,-0.18352066281439175,0.03761183250071324,1.0,-0.022030293204293765,-0.1409069211245429,-0.0930230579191541,-0.18352066281439175,-0.011750281000314203,-0.09778647029482192,-0.16379346411600926,-0.17042291319677882,-0.13631243920156766,-0.14086221491998338,-0.25411316784752036,-0.1900168911410744,-0.15944355629648338,0.003003003003003003,0.12907554420784328,0.08667437139768305
bringsAbout,0.24929278500463511,-0.2420016834958278,0.11211666202433622,0.43582099529501783,-0.2919637637660338,-0.07067534927402196,0.11131769062142272,-0.017591680455031213,0.19192042826895517,-0.11211666202433622,-0.2855451805874857,0.16991778562603113,0.8322214804921779,-0.017725741933841667,0.13920321851237027,0.09345802722104672,-0.022030293204293765,1.0,0.22010798615717486,0.08620109117803146,0.13920321851237027,0.011673064430358426,0.12533597193640786,0.2781488905388295,0.16930298484795256,0.26641414141414144,0.16991778562603113,-0.18367818150960216,-0.04381664059565478,0.48706701862994006,0.6636625827793496,0.035509106403977087,-0.1283929468616861
characterization,0.29457241857000777,0.1856498439320667,0.013423623607644417,0.22066237337457922,-0.04733803036286265,0.11721949723857104,0.5427017236798055,0.029176904814792532,0.5248762713155757,0.27977657624353625,0.05268747958778614,0.1346075680059646,0.15783285388956775,0.023630606197808563,0.27420799243375715,0.15783285388956775,-0.1409069211245429,0.22010798615717486,1.0,0.34094775461118765,0.09164705629470493,0.02534927543577603,0.29054674572805184,0.15783285388956775,0.2405103073106242,0.22010798615717486,0.2869588608854427,0.28055292387842895,0.1711636769388028,0.2547549538666194,0.2623784048525971,-0.04733803036286265,-0.007910926245070718
componentOf,0.3559166983691022,0.3367206699850819,0.11888726048261829,0.0036751544366797413,0.11597499867820672,0.031832226885077995,0.23627581679347298,0.25020963839502497,0.10236445520486037,0.176551141315505,0.040480880943180655,0.09062892216377204,-0.01582464699710792,0.19398957791058244,0.2275421759009876,-0.01582464699710792,-0.0930230579191541,0.08620109117803146,0.34094775461118765,1.0,0.10490580836993585,-0.0070242656449553,0.021739952376686404,0.18119220811688566,0.2824800710924919,0.23525714467337752,0.2953146511322912,0.1852136905628935,0.3826231618296807,0.0844834378006181,-0.0930230579191541,0.038346572143600606,0.08188715395218546
creation,0.01320761387501818,0.06610690305098399,-0.023061089851678703,0.5867561199363363,-0.07466115941353749,-0.1463400908317777,0.12329019635618108,0.0036184035119368485,-0.0394757938808626,0.023061089851678703,-0.036852275176390295,0.3202571018956665,0.13273180045876334,-0.09722609052471012,0.2905982905982906,0.13273180045876334,-0.18352066281439175,0.13920321851237027,0.09164705629470493,0.10490580836993585,1.0,0.043587624604409965,0.20037253035827352,0.36066434055691554,0.33573569811254167,0.3116489966694857,0.024251094575618398,0.11578489186383066,0.2699579697713978,0.6954612011301518,0.004531374390478809,0.19476824194835865,-0.00838378788109931
derivation,-0.08998648600275415,0.11087973577286533,0.0007118997633689718,0.10535442718481926,0.27123185174741893,-0.03769605815338183,0.08464520240797099,0.09445413849412193,-0.04935429090234339,0.35381418239437895,0.20572250971124598,0.03945748992164225,0.1155199230788878,-0.03851778622773298,-0.20168511045769355,-0.08149693203510577,-0.011750281000314203,0.011673064430358426,0.02534927543577603,-0.0070242656449553,0.043587624604409965,1.0,-0.15870165234981076,-0.14716921707310363,-0.16593774668001574,-0.21191101581266067,0.5000003801008104,0.4549108189264051,0.2623287586786826,-0.023395413544786546,0.1507952728373656,0.11597499867820672,0.20218155710318356
externalDependence,0.09449814230868167,-0.016983075884954155,-0.03877833671647407,0.3190554152492578,-0.32690570441922745,-0.07700120742971056,0.3220346148660952,-0.1370031158310643,0.10579384947288434,0.03877833671647407,-0.017321162952452365,0.3477242350489118,0.04220180093389361,-0.14464356205954856,0.5482997274238949,-0.03232478369404617,-0.09778647029482192,0.12533597193640786,0.29054674572805184,0.021739952376686404,0.20037253035827352,-0.15870165234981076,1.0,0.34030813944565275,0.5334001242105737,0.37906489073450184,-0.2329822339462528,0.011062380084449824,0.11266447368421052,0.23378496578470626,0.17890479224393555,0.025473171772926816,0.11266447368421052
historicalDependence,0.1614247109311752,0.19891721672017496,0.2478682847516911,0.39769618344401697,-0.4032902550455015,0.05604965939267523,0.09959952603908562,0.013951224971331085,0.0483187471111309,0.04498677054212187,-0.23763683293592366,0.23299420132800372,0.18627450980392157,-0.08677495997061173,0.4366418539229663,-0.05784313725490196,-0.16379346411600926,0.2781488905388295,0.15783285388956775,0.18119220811688566,0.36066434055691554,-0.14716921707310363,0.34030813944565275,1.0,0.4848534394742123,0.46283975385661236,0.042779263194649864,0.058782341114762125,0.19125497018977317,0.47589539176471807,0.23901712911743575,0.07764496289669137,-0.03232478369404617
instantiation,0.17694059129444062,0.10688245396714732,0.010325202569555013,0.29909158521664425,-0.2882579924487626,0.04151124586042951,0.18915557991066642,-0.010584505326169351,0.20104858966024478,-0.08174118700897719,-0.2117495680460266,0.2630405305610513,0.08798129473693793,-0.06686890422256822,0.9286306543538386,0.008606865789483059,-0.17042291319677882,0.16930298484795256,0.2405103073106242,0.2824800710924919,0.33573569811254167,-0.16593774668001574,0.5334001242105737,0.4848534394742123,1.0,0.7097702057087242,-0.10804781000383129,-0.05184067494975952,0.09722071229453808,0.37780855531567165,0.1242667075393179,0.08704260948452831,0.16991728094721067
manifestation,0.09254050352444788,-0.003826113573056566,-0.1371427026547684,0.3643325711655979,-0.2919637637660338,0.22262735021316915,0.18238975463356183,-0.09059715434341074,0.12080705529429767,-0.11211666202433622,-0.13064158588969932,0.16991778562603113,0.18580345887993813,-0.09946110751766712,0.6565405529837165,0.0011125955621553182,-0.13631243920156766,0.26641414141414144,0.22010798615717486,0.23525714467337752,0.3116489966694857,-0.21191101581266067,0.37906489073450184,0.46283975385661236,0.7097702057087242,1.0,-0.1179021369650012,-0.1078309722295177,0.04075966567037654,0.4112198093498556,0.20653399879025405,0.035509106403977087,0.2944885844684705
material,0.006483562959265387,0.17995187609126131,0.032304122204657636,0.06859991387902069,0.24109887862851945,0.10190493307301361,0.1810837593857581,0.17574309518214845,0.10412485318037133,0.36702981398483353,0.08201085274010554,0.011904761904761904,0.16958922195021908,0.04800629789469238,-0.15335250981641046,0.042779263194649864,-0.14086221491998338,0.16991778562603113,0.2869588608854427,0.2953146511322912,0.024251094575618398,0.5000003801008104,-0.2329822339462528,0.042779263194649864,-0.10804781000383129,-0.1179021369650012,1.0,0.43669548640420475,0.3477242350489118,0.031999238227894314,0.09453839927515664,-0.1336428241086924,0.11544164745084598
mediation,-0.1025141315219006,0.3149894135514558,-0.02970453023506853,0.0018701032340439816,0.29602136942465557,0.1577157758301132,0.22310537412658007,0.23299420132800372,0.10355625878052789,0.7513072647260016,0.21679294034155633,0.12423233664947203,-0.14172180871504295,0.0691337868912586,-0.0714257449809345,-0.008052375495172895,-0.25411316784752036,-0.18367818150960216,0.28055292387842895,0.1852136905628935,0.11578489186383066,0.4549108189264051,0.011062380084449824,0.058782341114762125,-0.05184067494975952,-0.1078309722295177,0.43669548640420475,1.0,0.37833339888818396,0.04298941798941799,-0.08869047818991888,-0.09899106887512599,0.13348605301902786
memberOf,0.031245353505289907,0.6878145733406433,0.09533007776133208,0.20366718228329525,0.20166260986900394,0.0019012643809805077,0.26467651822685506,0.33434439148409995,-0.06638045457122155,0.30699516567208635,0.17019925335887975,0.11544164745084598,-0.10685136832198595,0.3171031937459334,0.06120165153202497,-0.03232478369404617,-0.1900168911410744,-0.04381664059565478,0.1711636769388028,0.3826231618296807,0.2699579697713978,0.2623287586786826,0.11266447368421052,0.19125497018977317,0.09722071229453808,0.04075966567037654,0.3477242350489118,0.37833339888818396,1.0,0.23378496578470626,-0.09778647029482192,0.025473171772926816,0.18092105263157895
participation,0.1025141315219006,0.0872278375988647,0.14997165265022405,0.7224832160856581,-0.29602136942465557,-0.01619783643660622,0.08552372674852236,0.031193212746098858,0.15378414477587377,0.030429030972509225,-0.21679294034155633,0.18823081310526066,0.47589539176471807,-0.12828950144769635,0.3210399274406214,0.07488709210510791,-0.15944355629648338,0.48706701862994006,0.2547549538666194,0.0844834378006181,0.6954612011301518,-0.023395413544786546,0.23378496578470626,0.47589539176471807,0.37780855531567165,0.4112198093498556,0.031999238227894314,0.04298941798941799,0.23378496578470626,1.0,0.33682451267632113,0.1779935565350823,0.11136129285012822
triggers,0.05148743575656637,-0.21592040575550434,0.07532284297296986,0.3888512045929232,-0.2280334614338565,-0.0436738126043732,0.042954052492616225,-0.19663311954334756,0.1289370555704717,0.015282895675675043,-0.19334479510967678,0.17300527067353666,0.6418277223508807,-0.06443304319091922,0.09855739299291409,-0.06309081580764801,0.003003003003003003,0.6636625827793496,0.2623784048525971,-0.0930230579191541,0.004531374390478809,0.1507952728373656,0.17890479224393555,0.23901712911743575,0.1242667075393179,0.20653399879025405,0.09453839927515664,-0.08869047818991888,-0.09778647029482192,0.33682451267632113,1.0,0.12907554420784328,0.08667437139768305
none_r,0.09048878784661668,0.06376450618764937,0.20853708236328483,0.2574783330591398,-0.023287671232876714,-0.14600402725510767,-0.004459559890269959,-0.010994101414603424,-0.08745817732573948,-0.12199419318252162,-0.16231962846663242,0.016253856986192323,0.07764496289669137,-0.04513212208983994,0.10495844149439328,0.07764496289669137,0.12907554420784328,0.035509106403977087,-0.04733803036286265,0.038346572143600606,0.19476824194835865,0.11597499867820672,0.025473171772926816,0.07764496289669137,0.08704260948452831,0.035509106403977087,-0.1336428241086924,-0.09899106887512599,0.025473171772926816,0.1779935565350823,0.12907554420784328,1.0,0.11356789082096538
other_r,-0.15851301290488537,0.11116195124697266,-0.03877833671647407,0.20366718228329525,0.11356789082096538,0.08080373619167158,-0.07947206160858573,-0.019166239002273246,-0.12377188925259018,0.03877833671647407,-0.07982796838956308,-0.0006996463481869454,-0.03232478369404617,0.05324790471422942,0.13078709094514923,-0.10685136832198595,0.08667437139768305,-0.1283929468616861,-0.007910926245070718,0.08188715395218546,-0.00838378788109931,0.20218155710318356,0.11266447368421052,-0.03232478369404617,0.16991728094721067,0.2944885844684705,0.11544164745084598,0.13348605301902786,0.18092105263157895,0.11136129285012822,0.08667437139768305,0.11356789082096538,1.0
