Percentage,Top k Stereotypes,Coverage
10.0,2,0.28193832599118945
20.0,4,0.47577092511013214
30.0,6,0.6035242290748899
40.0,8,0.7048458149779736
50.0,10,0.788546255506608
60.0,12,0.8634361233480177
70.0,14,0.920704845814978
80.0,16,0.9647577092511013
90.0,18,0.9845814977973568
100.0,21,1.0
