Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.013888888888888888,1,0.013888888888888888,0.00033500837520938025,0.001838235294117647
category,210,2.9166666666666665,50,0.6944444444444444,0.07035175879396985,0.09191176470588236
collective,33,0.4583333333333333,18,0.25,0.011055276381909548,0.03308823529411765
datatype,64,0.8888888888888888,17,0.2361111111111111,0.021440536013400336,0.03125
enumeration,38,0.5277777777777778,4,0.05555555555555555,0.012730318257956449,0.007352941176470588
event,187,2.5972222222222223,32,0.4444444444444444,0.06264656616415411,0.058823529411764705
historicalRole,23,0.3194444444444444,4,0.05555555555555555,0.007705192629815745,0.007352941176470588
historicalRoleMixin,9,0.125,3,0.041666666666666664,0.003015075376884422,0.0055147058823529415
kind,486,6.75,62,0.8611111111111112,0.1628140703517588,0.11397058823529412
mixin,14,0.19444444444444445,11,0.1527777777777778,0.004690117252931323,0.02022058823529412
mode,124,1.7222222222222223,34,0.4722222222222222,0.04154103852596315,0.0625
phase,150,2.0833333333333335,26,0.3611111111111111,0.05025125628140704,0.04779411764705882
phaseMixin,20,0.2777777777777778,8,0.1111111111111111,0.006700167504187605,0.014705882352941176
quality,131,1.8194444444444444,32,0.4444444444444444,0.04388609715242881,0.058823529411764705
quantity,6,0.08333333333333333,5,0.06944444444444445,0.0020100502512562816,0.009191176470588236
relator,218,3.0277777777777777,56,0.7777777777777778,0.07303182579564489,0.10294117647058823
role,305,4.236111111111111,49,0.6805555555555556,0.10217755443886097,0.0900735294117647
roleMixin,177,2.4583333333333335,30,0.4166666666666667,0.0592964824120603,0.05514705882352941
situation,56,0.7777777777777778,14,0.19444444444444445,0.018760469011725293,0.025735294117647058
subkind,503,6.986111111111111,52,0.7222222222222222,0.16850921273031827,0.09558823529411764
type,66,0.9166666666666666,16,0.2222222222222222,0.022110552763819097,0.029411764705882353
none,124,1.7222222222222223,11,0.1527777777777778,0.04154103852596315,0.02022058823529412
other,40,0.5555555555555556,9,0.125,0.01340033500837521,0.016544117647058824
