year,category,period,predicted,slope,intercept
2019,none (occurrence),2019-2024,8.238182934315546,-0.6850828729281767,1391.4205033763044
2020,none (occurrence),2019-2024,7.55310006138734,-0.6850828729281767,1391.4205033763044
2021,none (occurrence),2019-2024,6.868017188459362,-0.6850828729281767,1391.4205033763044
2022,none (occurrence),2019-2024,6.182934315531156,-0.6850828729281767,1391.4205033763044
2023,none (occurrence),2019-2024,5.4978514426029506,-0.6850828729281767,1391.4205033763044
2024,none (occurrence),2019-2024,4.812768569674745,-0.6850828729281767,1391.4205033763044
2019,none (model-wise),2019-2024,3.256846780162846,-0.21465581051073274,436.64692820133223
2020,none (model-wise),2019-2024,3.042190969652097,-0.21465581051073274,436.64692820133223
2021,none (model-wise),2019-2024,2.8275351591413482,-0.21465581051073274,436.64692820133223
2022,none (model-wise),2019-2024,2.6128793486306563,-0.21465581051073274,436.64692820133223
2023,none (model-wise),2019-2024,2.3982235381199075,-0.21465581051073274,436.64692820133223
2024,none (model-wise),2019-2024,2.1835677276091587,-0.21465581051073274,436.64692820133223
2019,other (occurrence),2019-2024,1.667982109971149,-0.3651670612996579,738.9402788739804
2020,other (occurrence),2019-2024,1.3028150486713912,-0.3651670612996579,738.9402788739804
2021,other (occurrence),2019-2024,0.9376479873717471,-0.3651670612996579,738.9402788739804
2022,other (occurrence),2019-2024,0.5724809260721031,-0.3651670612996579,738.9402788739804
2023,other (occurrence),2019-2024,0.20731386477245906,-0.3651670612996579,738.9402788739804
2024,other (occurrence),2019-2024,-0.157853196527185,-0.3651670612996579,738.9402788739804
2019,other (model-wise),2019-2024,1.3446829509005624,-0.24426350851221318,494.51270663705895
2020,other (model-wise),2019-2024,1.1004194423883291,-0.24426350851221318,494.51270663705895
2021,other (model-wise),2019-2024,0.8561559338760958,-0.24426350851221318,494.51270663705895
2022,other (model-wise),2019-2024,0.6118924253639193,-0.24426350851221318,494.51270663705895
2023,other (model-wise),2019-2024,0.36762891685168597,-0.24426350851221318,494.51270663705895
2024,other (model-wise),2019-2024,0.12336540833945264,-0.24426350851221318,494.51270663705895
