year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,5.249934229534119,-0.8964746120586824,3623.7617736795405,-3662015.62503862
2020,none (occurrence),2019-2024,8.1507498039864,-0.8964746120586824,3623.7617736795405,-3662015.62503862
2021,none (occurrence),2019-2024,9.25861615454778,-0.8964746120586824,3623.7617736795405,-3662015.62503862
2022,none (occurrence),2019-2024,8.5735332807526,-0.8964746120586824,3623.7617736795405,-3662015.62503862
2023,none (occurrence),2019-2024,6.095501182600856,-0.8964746120586824,3623.7617736795405,-3662015.62503862
2024,none (occurrence),2019-2024,1.8245198614895344,-0.8964746120586824,3623.7617736795405,-3662015.62503862
2019,none (model-wise),2019-2024,2.0077720205299556,-0.37472242795956845,1514.7881204299415,-1530851.3162163368
2020,none (model-wise),2019-2024,3.292005921714008,-0.37472242795956845,1514.7881204299415,-1530851.3162163368
2021,none (model-wise),2019-2024,3.8267949670553207,-0.37472242795956845,1514.7881204299415,-1530851.3162163368
2022,none (model-wise),2019-2024,3.6121391565538943,-0.37472242795956845,1514.7881204299415,-1530851.3162163368
2023,none (model-wise),2019-2024,2.648038489976898,-0.37472242795956845,1514.7881204299415,-1530851.3162163368
2024,none (model-wise),2019-2024,0.9344929677899927,-0.37472242795956845,1514.7881204299415,-1530851.3162163368
2019,other (occurrence),2019-2024,2.5098658250644803,0.25256511449731534,-1021.4859249739872,1032836.0096909143
2020,other (occurrence),2019-2024,1.1344383056275547,0.25256511449731534,-1021.4859249739872,1032836.0096909143
2021,other (occurrence),2019-2024,0.26414101547561586,0.25256511449731534,-1021.4859249739872,1032836.0096909143
2022,other (occurrence),2019-2024,-0.10102604597341269,0.25256511449731534,-1021.4859249739872,1032836.0096909143
2023,other (occurrence),2019-2024,0.03893712186254561,0.25256511449731534,-1021.4859249739872,1032836.0096909143
2024,other (occurrence),2019-2024,0.6840305184014142,0.25256511449731534,-1021.4859249739872,1032836.0096909143
2019,other (model-wise),2019-2024,1.406365655202535,0.018504811271981225,-75.05921548116062,76113.67144065385
2020,other (model-wise),2019-2024,1.088082901580492,0.018504811271981225,-75.05921548116062,76113.67144065385
2021,other (model-wise),2019-2024,0.8068097704963293,0.018504811271981225,-75.05921548116062,76113.67144065385
2022,other (model-wise),2019-2024,0.5625462619500468,0.018504811271981225,-75.05921548116062,76113.67144065385
2023,other (model-wise),2019-2024,0.35529237595619634,0.018504811271981225,-75.05921548116062,76113.67144065385
2024,other (model-wise),2019-2024,0.18504811250022613,0.018504811271981225,-75.05921548116062,76113.67144065385
