year,num_models,ratio
2005,1,0.009615384615384616
2007,1,0.009615384615384616
2011,1,0.009615384615384616
2012,2,0.019230769230769232
2013,2,0.019230769230769232
2014,2,0.019230769230769232
2015,3,0.028846153846153848
2016,3,0.028846153846153848
2017,7,0.0673076923076923
2018,10,0.09615384615384616
2019,7,0.0673076923076923
2020,16,0.15384615384615385
2021,16,0.15384615384615385
2022,15,0.14423076923076922
2023,13,0.125
2024,5,0.04807692307692308
