Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,36,Q3
category,0.060453400503778336,0.625,0.627916884334599,5,Q1
collective,0.01343408900083963,0.21875,0.21916212548540973,13,Q1
datatype,0.005877413937867338,0.125,0.12513809969228812,20,Q2
enumeration,0.008396305625524769,0.09375,0.09412523810411966,21,Q4
event,0.1015952980688497,0.40625,0.4187608710107696,7,Q1
historicalRole,0.0,0.0,0.0,36,Q3
historicalRoleMixin,0.0,0.0,0.0,36,Q3
kind,0.13182199832073888,0.6875,0.7000237776256409,1,Q1
mixin,0.005037783375314861,0.15625,0.15633119254114516,18,Q2
mode,0.04617968094038623,0.34375,0.34683803919373646,10,Q1
phase,0.020151133501259445,0.1875,0.188579739583513,14,Q1
phaseMixin,0.0,0.0,0.0,36,Q3
quality,0.0109151973131822,0.125,0.1254756611155554,19,Q1
quantity,0.008396305625524769,0.09375,0.09412523810411966,21,Q4
relator,0.07136859781696053,0.65625,0.6601193371310669,3,Q1
role,0.07976490344248531,0.625,0.6300693928617617,4,Q1
roleMixin,0.04534005037783375,0.40625,0.4087722870600018,8,Q1
situation,0.012594458438287154,0.15625,0.15675676343735137,17,Q1
subkind,0.12426532325776658,0.65625,0.6679116206986948,2,Q1
type,0.0041981528127623844,0.09375,0.09384395018880709,23,Q3
bringsAbout,0.0025188916876574307,0.03125,0.031351352687470274,28,Q3
characterization,0.038623005877413935,0.3125,0.3148777327519473,11,Q1
comparative,0.0,0.0,0.0,36,Q3
componentOf,0.03442485306465155,0.3125,0.31439039506403954,12,Q1
creation,0.0,0.0,0.0,36,Q3
derivation,0.017632241813602016,0.1875,0.18832723104047736,15,Q1
externalDependence,0.006717044500419815,0.0625,0.06285991319450433,25,Q3
historicalDependence,0.0041981528127623844,0.03125,0.031530730835794225,27,Q3
instantiation,0.0016792611251049538,0.03125,0.031295086162627654,30,Q3
manifestation,0.0025188916876574307,0.03125,0.031351352687470274,28,Q3
material,0.04114189756507137,0.375,0.37725012357221943,9,Q1
mediation,0.07220822837951302,0.46875,0.47427902203840716,6,Q1
memberOf,0.008396305625524769,0.1875,0.18768790037761418,16,Q1
participation,0.012594458438287154,0.0625,0.06375633602516492,24,Q4
participational,0.0,0.0,0.0,36,Q3
subCollectionOf,0.005877413937867338,0.0625,0.06277574368015912,26,Q3
subQuantityOf,0.0,0.0,0.0,36,Q3
termination,0.0,0.0,0.0,36,Q3
triggers,0.0016792611251049538,0.03125,0.031295086162627654,30,Q3
