stereotype,total_correlation,rank
category,2.5405628670040947,5
collective,1.8429879623567058,12
enumeration,1.6796426844034311,13
event,2.5509946219299646,4
kind,3.154623931596184,1
mode,2.212120964257476,8
phase,2.0999768743385276,9
quality,2.072781527325163,10
quantity,2.4048377481796708,6
relator,1.60603766309062,14
role,1.8489029234993364,11
roleMixin,2.6401000329828324,3
situation,2.73294446401846,2
subkind,2.2651883261765393,7
