Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,2,0.015037593984962405,2,0.015037593984962405,0.00010275380189066995,0.0011661807580174927
category,611,4.593984962406015,95,0.7142857142857143,0.03139128647759967,0.05539358600583091
collective,134,1.0075187969924813,36,0.2706766917293233,0.0068845047266748866,0.02099125364431487
datatype,90,0.6766917293233082,28,0.21052631578947367,0.004623921085080148,0.0163265306122449
enumeration,75,0.5639097744360902,10,0.07518796992481203,0.0038532675709001232,0.0058309037900874635
event,591,4.443609022556391,62,0.46616541353383456,0.030363748458692972,0.036151603498542274
historicalRole,51,0.38345864661654133,9,0.06766917293233082,0.0026202219482120838,0.0052478134110787176
historicalRoleMixin,18,0.13533834586466165,6,0.045112781954887216,0.0009247842170160296,0.003498542274052478
kind,1630,12.25563909774436,111,0.8345864661654135,0.08374434854089602,0.06472303206997085
mixin,87,0.6541353383458647,24,0.18045112781954886,0.004469790382244143,0.013994169096209912
mode,575,4.323308270676692,65,0.48872180451127817,0.029541718043567613,0.037900874635568516
phase,357,2.6842105263157894,45,0.3383458646616541,0.018341553637484586,0.026239067055393587
phaseMixin,20,0.15037593984962405,8,0.06015037593984962,0.0010275380189066995,0.004664723032069971
quality,266,2.0,51,0.38345864661654133,0.013666255651459104,0.029737609329446066
quantity,46,0.3458646616541353,13,0.09774436090225563,0.002363337443485409,0.007580174927113703
relator,1279,9.61654135338346,101,0.7593984962406015,0.06571105630908343,0.05889212827988338
role,1892,14.225563909774436,92,0.6917293233082706,0.09720509658857378,0.053644314868804666
roleMixin,622,4.676691729323308,62,0.46616541353383456,0.031956432387998356,0.036151603498542274
situation,103,0.7744360902255639,24,0.18045112781954886,0.005291820797369503,0.013994169096209912
subkind,2103,15.81203007518797,98,0.7368421052631579,0.10804562268803945,0.05714285714285714
type,268,2.0150375939849625,33,0.24812030075187969,0.013769009453349773,0.01924198250728863
none_c,373,2.8045112781954886,22,0.16541353383458646,0.019163584052609945,0.01282798833819242
other_c,104,0.7819548872180451,18,0.13533834586466165,0.005343197698314837,0.010495626822157435
bringsAbout,39,0.2932330827067669,15,0.11278195488721804,0.002003699136868064,0.008746355685131196
characterization,625,4.6992481203007515,78,0.5864661654135338,0.03211056309083436,0.045481049562682216
comparative,38,0.2857142857142857,7,0.05263157894736842,0.001952322235922729,0.004081632653061225
componentOf,554,4.165413533834586,47,0.3533834586466165,0.028462803123715578,0.02740524781341108
creation,107,0.8045112781954887,25,0.18796992481203006,0.005497328401150843,0.014577259475218658
derivation,220,1.6541353383458646,40,0.3007518796992481,0.011302918207973694,0.023323615160349854
externalDependence,123,0.924812030075188,28,0.21052631578947367,0.006319358816276203,0.0163265306122449
historicalDependence,58,0.43609022556390975,22,0.16541353383458646,0.002979860254829429,0.01282798833819242
instantiation,97,0.7293233082706767,22,0.16541353383458646,0.004983559391697492,0.01282798833819242
manifestation,71,0.5338345864661654,20,0.15037593984962405,0.0036477599671187835,0.011661807580174927
material,661,4.969924812030075,58,0.43609022556390975,0.03396013152486642,0.03381924198250729
mediation,2015,15.150375939849624,84,0.631578947368421,0.10352445540484997,0.04897959183673469
memberOf,204,1.5338345864661653,32,0.24060150375939848,0.010480887792848335,0.018658892128279883
participation,264,1.9849624060150375,37,0.2781954887218045,0.013563501849568433,0.021574344023323616
participational,18,0.13533834586466165,5,0.03759398496240601,0.0009247842170160296,0.0029154518950437317
subCollectionOf,27,0.20300751879699247,6,0.045112781954887216,0.0013871763255240443,0.003498542274052478
subQuantityOf,14,0.10526315789473684,4,0.03007518796992481,0.0007192766132346897,0.0023323615160349854
termination,39,0.2932330827067669,6,0.045112781954887216,0.002003699136868064,0.003498542274052478
triggers,21,0.15789473684210525,12,0.09022556390977443,0.0010789149198520344,0.006997084548104956
none_r,2432,18.285714285714285,116,0.8721804511278195,0.12494862309905466,0.06763848396501458
other_r,540,4.06015037593985,36,0.2706766917293233,0.027743526510480888,0.02099125364431487
