Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,5.486968449931413e-05,0.008264462809917356,0.008264644954187937,44,Q3
category,0.03193415637860082,0.7107438016528925,0.711460850596587,5,Q1
collective,0.007242798353909465,0.2892561983471074,0.28934686175975116,18,Q1
datatype,0.004828532235939644,0.21487603305785125,0.21493027777917256,22,Q2
enumeration,0.0034567901234567903,0.06611570247933884,0.06620600812837217,35,Q3
event,0.026008230452674898,0.4380165289256198,0.4387879985406709,12,Q1
historicalRole,0.001262002743484225,0.03305785123966942,0.033081931314671985,39,Q3
historicalRoleMixin,0.0004938271604938272,0.024793388429752067,0.02479830589159278,42,Q3
kind,0.08702331961591221,0.8347107438016529,0.8392348205209801,2,Q1
mixin,0.004609053497942387,0.18181818181818182,0.1818765917148667,24,Q3
mode,0.029794238683127573,0.4793388429752066,0.4802639097866057,9,Q1
phase,0.01821673525377229,0.33884297520661155,0.3393323021614276,15,Q1
phaseMixin,0.0010973936899862826,0.06611570247933884,0.06612480916605563,36,Q3
quality,0.013772290809327846,0.36363636363636365,0.36389707466921795,14,Q1
quantity,0.002414266117969822,0.09917355371900827,0.09920293563269887,31,Q3
relator,0.06842249657064473,0.7520661157024794,0.7551722190499165,3,Q1
role,0.10123456790123457,0.6942148760330579,0.7015573617629164,6,Q1
roleMixin,0.03160493827160494,0.4462809917355372,0.44739869882198646,11,Q1
situation,0.004334705075445817,0.17355371900826447,0.17360784270789933,26,Q3
subkind,0.11100137174211248,0.7272727272727273,0.7356948581873748,4,Q1
type,0.01168724279835391,0.21487603305785125,0.21519363658553303,21,Q1
none_c,0.020850480109739368,0.19008264462809918,0.19122278710869914,23,Q4
other_c,0.006035665294924554,0.15702479338842976,0.1571407489934785,27,Q3
bringsAbout,0.0016460905349794238,0.09917355371900827,0.09918721374908344,33,Q3
characterization,0.030617283950617285,0.5619834710743802,0.5628168794886321,8,Q1
comparative,0.0020301783264746226,0.049586776859504134,0.04962831916709997,37,Q3
componentOf,0.030233196159122084,0.371900826446281,0.3731276870743081,13,Q1
creation,0.0032921810699588477,0.1487603305785124,0.14879675537465759,28,Q3
derivation,0.012016460905349795,0.32231404958677684,0.32253796969305343,16,Q1
externalDependence,0.004224965706447188,0.18181818181818182,0.18186726361522593,25,Q3
historicalDependence,0.002414266117969822,0.1322314049586777,0.13225344282185697,30,Q3
instantiation,0.0037860082304526747,0.14049586776859505,0.14054687018347864,29,Q3
manifestation,0.0018655692729766804,0.09917355371900827,0.09919109892510161,32,Q3
material,0.034183813443072704,0.4462809917355372,0.4475882669216938,10,Q1
mediation,0.10792866941015089,0.6363636363636364,0.6454512184252161,7,Q1
memberOf,0.011138545953360768,0.256198347107438,0.25644036395727254,19,Q1
participation,0.011577503429355282,0.2396694214876033,0.23994889077022044,20,Q1
participational,0.0009327846364883402,0.03305785123966942,0.033071008689820484,40,Q3
subCollectionOf,0.0014814814814814814,0.049586776859504134,0.04960890269592976,38,Q3
subQuantityOf,0.0007681755829903978,0.03305785123966942,0.03306677520276835,41,Q3
termination,0.00027434842249657066,0.024793388429752067,0.024794906268939394,43,Q3
triggers,0.0008779149519890261,0.08264462809917356,0.08264929091234621,34,Q3
none_r,0.12219478737997257,0.8677685950413223,0.8763297898638543,1,Q1
other_r,0.029135802469135802,0.2892561983471074,0.29071987078241085,17,Q1
