Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none,other
category,1.0,0.05627141060922429,0.09524990645939141,0.07081076088867742,-0.028005601680560196,0.12673546976743888,0.31904623726246795,0.06491033821718736,0.20548848546340404,-0.038661858593003,-0.019187163909852895,0.2521464892337814,0.1703616057770918,0.26284461234898165,0.22340833332444973,-0.04370188612670307,0.08634604482310697
collective,0.05627141060922429,1.0,0.10941170714932137,-0.03711958507677131,0.10320949627119858,0.0719608639321375,0.14454803129895652,0.3075240262531132,-0.03092570835748303,0.17914134491710748,0.06730932219355058,-0.06107058849025578,-0.26596457587758254,0.21900557181795857,0.025196644030507823,-0.11513738229142001,-0.0661166448071275
datatype,0.09524990645939141,0.10941170714932137,1.0,0.09250647241352876,0.12388893697482023,-0.015320086617971924,-0.004183709807647029,0.027944612777976042,0.187835348648845,-0.13920984044856843,-0.0472785853366316,-0.08184463379485145,0.19609248087729,0.06595995111805886,0.07211911910684525,0.051066955393239744,0.036746775075931534
event,0.07081076088867742,-0.03711958507677131,0.09250647241352876,1.0,-0.2632618252402397,-0.10344188012903353,0.17740112994350282,0.006469138997106467,0.09884679021693837,-0.1468451433986406,-0.15836293509826913,0.2519940214604077,0.5413611506423753,-0.02488601137656833,0.290239118230212,0.05792745287225878,0.13877663226436632
kind,-0.028005601680560196,0.10320949627119858,0.12388893697482023,-0.2632618252402397,1.0,0.005201564866102994,0.032197489417871046,0.27243877036479885,0.04733810683311508,0.15624314272957676,0.4785902265500478,-0.18483233049526543,-0.21127024685169618,0.3754171973836686,-0.2744084815430077,-0.062418778393235924,0.01776312219894567
mixin,0.12673546976743888,0.0719608639321375,-0.015320086617971924,-0.10344188012903353,0.005201564866102994,1.0,0.11171723053935623,0.23540912430931987,0.19390788374813217,0.009351718179520721,0.24728908505365577,0.12904797918187533,-0.06366249312775304,-0.07170779450907386,0.07427290864904522,0.11363636363636363,-0.18848790597835316
mode,0.31904623726246795,0.14454803129895652,-0.004183709807647029,0.17740112994350282,0.032197489417871046,0.11171723053935623,1.0,0.13261734944068257,0.22122853048552876,0.16301939107733146,0.0880671683962943,0.2519940214604077,-0.06133172714681683,0.1872570364236863,0.18979030526534657,0.05792745287225878,-0.12363736329007181
phase,0.06491033821718736,0.3075240262531132,0.027944612777976042,0.006469138997106467,0.27243877036479885,0.23540912430931987,0.13261734944068257,1.0,0.08421375869317117,0.06213988230175596,0.21027220628542392,0.03254240189935666,-0.04561998849773195,0.3433464396647804,-0.04561998849773195,-0.05330017908890261,0.04333758062436198
quality,0.20548848546340404,-0.03092570835748303,0.187835348648845,0.09884679021693837,0.04733810683311508,0.19390788374813217,0.22122853048552876,0.08421375869317117,1.0,0.20035744434031552,0.1332541477198557,0.0868196096332842,0.2313480597839073,0.12066195464724275,0.2836528385176602,0.13789005066533844,-0.1576636080643816
relator,-0.038661858593003,0.17914134491710748,-0.13920984044856843,-0.1468451433986406,0.15624314272957676,0.009351718179520721,0.16301939107733146,0.06213988230175596,0.20035744434031552,1.0,0.135224945877783,0.1408865414493537,-0.11733429059213635,0.14153663098837593,-0.11733429059213635,-0.23379295448801804,-0.1534055062946298
role,-0.019187163909852895,0.06730932219355058,-0.0472785853366316,-0.15836293509826913,0.4785902265500478,0.24728908505365577,0.0880671683962943,0.21027220628542392,0.1332541477198557,0.135224945877783,1.0,0.019468763397001744,-0.18988315400851283,0.025237780980463854,-0.13722222596348527,0.02169202500470665,-0.07037347332561011
roleMixin,0.2521464892337814,-0.06107058849025578,-0.08184463379485145,0.2519940214604077,-0.18483233049526543,0.12904797918187533,0.2519940214604077,0.03254240189935666,0.0868196096332842,0.1408865414493537,0.019468763397001744,1.0,0.10834763958824738,-0.007798519791749587,0.25993716224086255,0.07493108468625019,-0.15992903674709436
situation,0.1703616057770918,-0.26596457587758254,0.19609248087729,0.5413611506423753,-0.21127024685169618,-0.06366249312775304,-0.06133172714681683,-0.04561998849773195,0.2313480597839073,-0.11733429059213635,-0.18988315400851283,0.10834763958824738,1.0,-0.1271094189015611,0.09845201238390093,0.005305207760646087,0.1947583763379754
subkind,0.26284461234898165,0.21900557181795857,0.06595995111805886,-0.02488601137656833,0.3754171973836686,-0.07170779450907386,0.1872570364236863,0.3433464396647804,0.12066195464724275,0.14153663098837593,0.025237780980463854,-0.007798519791749587,-0.1271094189015611,1.0,-0.018307940994052013,-0.12997037754769636,0.06067316002877141
type,0.22340833332444973,0.025196644030507823,0.07211911910684525,0.290239118230212,-0.2744084815430077,0.07427290864904522,0.18979030526534657,-0.04561998849773195,0.2836528385176602,-0.11733429059213635,-0.13722222596348527,0.25993716224086255,0.09845201238390093,-0.018307940994052013,1.0,0.07427290864904522,-0.14170127713626782
none,-0.04370188612670307,-0.11513738229142001,0.051066955393239744,0.05792745287225878,-0.062418778393235924,0.11363636363636363,0.05792745287225878,-0.05330017908890261,0.13789005066533844,-0.23379295448801804,0.02169202500470665,0.07493108468625019,0.005305207760646087,-0.12997037754769636,0.07427290864904522,1.0,0.09978771492971637
other,0.08634604482310697,-0.0661166448071275,0.036746775075931534,0.13877663226436632,0.01776312219894567,-0.18848790597835316,-0.12363736329007181,0.04333758062436198,-0.1576636080643816,-0.1534055062946298,-0.07037347332561011,-0.15992903674709436,0.1947583763379754,0.06067316002877141,-0.14170127713626782,0.09978771492971637,1.0
