Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,1,0.5189309576837416,1,0.2689655172413793
20.0,3,0.8084632516703786,3,0.6206896551724138
30.0,5,0.9465478841870824,5,0.8827586206896552
40.0,7,0.9988864142538976,7,0.993103448275862
50.0,9,1.0,9,1.0
60.0,11,1.0,11,1.0
70.0,13,1.0,13,1.0
80.0,15,1.0,15,1.0
90.0,17,1.0,17,1.0
100.0,19,1.0,19,1.0
